"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Day_effect","Dir"
"206","GO:0004553",0.0464305866374636,0.998975493366992,1,20,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF","Day7_Primary_AvM","Upregulated"
"207","GO:0035375",0.0465443590958387,0.998973231898729,1,19,"zymogen binding","MF","Day7_Primary_AvM","Upregulated"
"208","GO:0055114",0.0411341310985582,0.995884589566393,2,153,NA,NA,"Day7_Primary_AvM","Upregulated"
"209","GO:1900165",0.0359955468945758,0.999382436098291,1,23,NA,NA,"Day7_Primary_AvM","Upregulated"
"210","GO:0050715",0.0405604864228383,0.999209347400577,1,27,NA,NA,"Day7_Primary_AvM","Upregulated"
"211","GO:0007155",8.87118076868729e-06,0.999998778630373,10,458,"cell adhesion","BP","Day7_Second_AvM","Downregulated"
"212","GO:0045616",0.000296441654720692,0.999991575613283,3,31,"regulation of keratinocyte differentiation","BP","Day7_Second_AvM","Downregulated"
"213","GO:0051603",0.0006249075076588,0.999976627320495,3,42,"proteolysis involved in cellular protein catabolic process","BP","Day7_Second_AvM","Downregulated"
"214","GO:0030198",0.00686801660146286,0.999385511317527,3,104,"extracellular matrix organization","BP","Day7_Second_AvM","Downregulated"
"215","GO:0009617",0.0176566612769717,0.997755431446353,3,142,"response to bacterium","BP","Day7_Second_AvM","Downregulated"
"216","GO:0006508",0.0282550740547816,0.995700308541079,3,173,"proteolysis","BP","Day7_Second_AvM","Downregulated"
"217","GO:0031639",0.000549632778196727,0.999995021575608,2,9,"plasminogen activation","BP","Day7_Second_AvM","Downregulated"
"218","GO:0010642",0.000551229148037815,0.999994800341426,2,11,"negative regulation of platelet-derived growth factor receptor signaling pathway","BP","Day7_Second_AvM","Downregulated"
"219","GO:0051919",0.000687744832834632,0.999992869781378,2,10,"positive regulation of fibrinolysis","BP","Day7_Second_AvM","Downregulated"
"220","GO:0043152",0.00267305069475247,0.999939612445343,2,20,"induction of bacterial agglutination","BP","Day7_Second_AvM","Downregulated"
"221","GO:0006589",0.00268485790276272,0.999939209109678,2,20,"octopamine biosynthetic process","BP","Day7_Second_AvM","Downregulated"
"222","GO:0042246",0.00303554273250275,0.999925252880698,2,27,"tissue regeneration","BP","Day7_Second_AvM","Downregulated"
"223","GO:0042421",0.00323492577818258,0.999919118115592,2,21,"norepinephrine biosynthetic process","BP","Day7_Second_AvM","Downregulated"
"224","GO:0042420",0.00406716929963371,0.999883675432683,2,27,"dopamine catabolic process","BP","Day7_Second_AvM","Downregulated"
"225","GO:0042730",0.00408066432125348,0.999883961040441,2,24,"fibrinolysis","BP","Day7_Second_AvM","Downregulated"
"226","GO:0002062",0.00444513065344946,0.999867239921515,2,26,"chondrocyte differentiation","BP","Day7_Second_AvM","Downregulated"
"227","GO:0007162",0.00447514034978862,0.999865574228469,2,27,"negative regulation of cell adhesion","BP","Day7_Second_AvM","Downregulated"
"228","GO:0003429",0.00491982122945583,0.999844519406933,2,28,"growth plate cartilage chondrocyte morphogenesis","BP","Day7_Second_AvM","Downregulated"
"229","GO:0072675",0.00596576318147863,0.999792237370446,2,27,"osteoclast fusion","BP","Day7_Second_AvM","Downregulated"
"230","GO:0061045",0.00747653991522563,0.999705707270981,2,30,"negative regulation of wound healing","BP","Day7_Second_AvM","Downregulated"
"231","GO:0048678",0.0083945765013953,0.999644566057522,2,40,"response to axon injury","BP","Day7_Second_AvM","Downregulated"
"232","GO:0044267",0.0143034203022311,0.999197133330931,2,45,"cellular protein metabolic process","BP","Day7_Second_AvM","Downregulated"
"233","GO:0002576",0.0160334544867965,0.999043064118415,2,47,"platelet degranulation","BP","Day7_Second_AvM","Downregulated"
"234","GO:0001942",0.0162300012208662,0.99902510735622,2,47,"hair follicle development","BP","Day7_Second_AvM","Downregulated"
"235","GO:0050829",0.0176321408468903,0.998889080696325,2,54,"defense response to Gram-negative bacterium","BP","Day7_Second_AvM","Downregulated"
"236","GO:0050896",0.0177466108358406,0.998879239203474,2,52,"response to stimulus","BP","Day7_Second_AvM","Downregulated"
"237","GO:0010839",0.0182953884865741,0.998827937261912,2,49,"negative regulation of keratinocyte proliferation","BP","Day7_Second_AvM","Downregulated"
"238","GO:0007160",0.0219537931373145,0.998444565452244,2,57,"cell-matrix adhesion","BP","Day7_Second_AvM","Downregulated"
"239","GO:0030512",0.0225894585881642,0.998369926625481,2,65,"negative regulation of transforming growth factor beta receptor signaling pathway","BP","Day7_Second_AvM","Downregulated"
"240","GO:0006955",0.030877777689642,0.997355137696263,2,82,"immune response","BP","Day7_Second_AvM","Downregulated"
"241","GO:0006887",0.0329898094177552,0.997076008775006,2,76,"exocytosis","BP","Day7_Second_AvM","Downregulated"
"242","GO:0001933",0.0336675696867039,0.996985434632191,2,73,"negative regulation of protein phosphorylation","BP","Day7_Second_AvM","Downregulated"
"243","GO:0043312",0.0359169550073166,0.996665668655636,2,78,"neutrophil degranulation","BP","Day7_Second_AvM","Downregulated"
"244","GO:0002327",0.00386045297636439,1,1,1,"immature B cell differentiation","BP","Day7_Second_AvM","Downregulated"
"245","GO:0002904",0.00386045297636439,1,1,1,"positive regulation of B cell apoptotic process","BP","Day7_Second_AvM","Downregulated"
"246","GO:0060242",0.0042340880004753,1,1,1,"contact inhibition","BP","Day7_Second_AvM","Downregulated"
"247","GO:1903669",0.00432615067922992,1,1,1,"positive regulation of chemorepellent activity","BP","Day7_Second_AvM","Downregulated"
"248","GO:0010157",0.00442369282521102,1,1,1,"response to chlorate","BP","Day7_Second_AvM","Downregulated"
"249","GO:0010640",0.00448964385921857,0.999995004348966,1,2,"regulation of platelet-derived growth factor receptor signaling pathway","BP","Day7_Second_AvM","Downregulated"
"250","GO:0016071",0.00538177765949566,0.999992818480013,1,2,"mRNA metabolic process","BP","Day7_Second_AvM","Downregulated"
"251","GO:0051045",0.00709729560738325,0.999983339269345,1,3,"negative regulation of membrane protein ectodomain proteolysis","BP","Day7_Second_AvM","Downregulated"
"252","GO:0006668",0.00855211724882356,0.999981835989489,1,2,"sphinganine-1-phosphate metabolic process","BP","Day7_Second_AvM","Downregulated"
"253","GO:0045682",0.00855211724882356,0.999981835989489,1,2,"regulation of epidermis development","BP","Day7_Second_AvM","Downregulated"
"254","GO:0003413",0.00913007327089178,0.999979291879069,1,2,"chondrocyte differentiation involved in endochondral bone morphogenesis","BP","Day7_Second_AvM","Downregulated"
"255","GO:0051764",0.0091930685602865,0.999979004458083,1,2,"actin crosslink formation","BP","Day7_Second_AvM","Downregulated"
"256","GO:2000010",0.00982021239678732,0.999964081614772,1,4,"positive regulation of protein localization to cell surface","BP","Day7_Second_AvM","Downregulated"
"257","GO:0002542",0.0109368665296176,0.99996036780028,1,3,"Factor XII activation","BP","Day7_Second_AvM","Downregulated"
"258","GO:2000973",0.0113760373933088,0.99995711249676,1,3,"regulation of pro-B cell differentiation","BP","Day7_Second_AvM","Downregulated"
"259","GO:0010823",0.0118775155794644,0.999953237401256,1,3,"negative regulation of mitochondrion organization","BP","Day7_Second_AvM","Downregulated"
"260","GO:0035282",0.0118969511896101,0.99995308382414,1,3,"segmentation","BP","Day7_Second_AvM","Downregulated"
"261","GO:0031288",0.0119396798360287,0.99994685638082,1,4,"sorocarp morphogenesis","BP","Day7_Second_AvM","Downregulated"
"262","GO:1990748",0.0122607619395891,0.999950162324405,1,3,"cellular detoxification","BP","Day7_Second_AvM","Downregulated"
"263","GO:0048057",0.0132314523120516,0.999941933044656,1,3,"R3/R4 development","BP","Day7_Second_AvM","Downregulated"
"264","GO:0007035",0.0143266593383703,0.999931888610328,1,3,"vacuolar acidification","BP","Day7_Second_AvM","Downregulated"
"265","GO:1903665",0.0152980449628872,0.999912630880209,1,4,"negative regulation of asexual reproduction","BP","Day7_Second_AvM","Downregulated"
"266","GO:0090383",0.0156119277152554,0.999908996685115,1,4,"phagosome acidification","BP","Day7_Second_AvM","Downregulated"
"267","GO:0060742",0.0163129556051413,0.999900610807223,1,4,"epithelial cell differentiation involved in prostate gland development","BP","Day7_Second_AvM","Downregulated"
"268","GO:1905451",0.0171410335661376,0.999890225576978,1,4,"positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis","BP","Day7_Second_AvM","Downregulated"
"269","GO:0007597",0.0176016145850288,0.99987654281497,1,5,"blood coagulation, intrinsic pathway","BP","Day7_Second_AvM","Downregulated"
"270","GO:0035621",0.0178019190850952,0.999881564142294,1,4,"ER to Golgi ceramide transport","BP","Day7_Second_AvM","Downregulated"
"271","GO:0060588",0.0180096905427947,0.999861545257736,1,7,"negative regulation of lipoprotein lipid oxidation","BP","Day7_Second_AvM","Downregulated"
"272","GO:2000098",0.0180096905427947,0.999861545257736,1,7,"negative regulation of smooth muscle cell-matrix adhesion","BP","Day7_Second_AvM","Downregulated"
"273","GO:0040034",0.0182619529616055,0.999867069929453,1,5,"regulation of development, heterochronic","BP","Day7_Second_AvM","Downregulated"
"274","GO:0006670",0.0183252107272429,0.999866143950463,1,5,"sphingosine metabolic process","BP","Day7_Second_AvM","Downregulated"
"275","GO:0099041",0.0184036950334798,0.999873389088896,1,4,"vesicle tethering to Golgi","BP","Day7_Second_AvM","Downregulated"
"276","GO:0043278",0.0184301425908786,0.999858988598773,1,6,"response to morphine","BP","Day7_Second_AvM","Downregulated"
"277","GO:0030435",0.0188222929885084,0.999852900997133,1,6,"sporulation resulting in formation of a cellular spore","BP","Day7_Second_AvM","Downregulated"
"278","GO:2000251",0.0191392205858923,0.999853939293548,1,5,"positive regulation of actin cytoskeleton reorganization","BP","Day7_Second_AvM","Downregulated"
"279","GO:1902669",0.0197129379201651,0.999845014969667,1,5,"positive regulation of axon guidance","BP","Day7_Second_AvM","Downregulated"
"280","GO:0031629",0.0213530489754974,0.999810494126768,1,6,"synaptic vesicle fusion to presynaptic active zone membrane","BP","Day7_Second_AvM","Downregulated"
"281","GO:0031334",0.0218819019180913,0.999800948851098,1,6,"positive regulation of protein-containing complex assembly","BP","Day7_Second_AvM","Downregulated"
"282","GO:0001738",0.0228679663297465,0.99978251933058,1,6,"morphogenesis of a polarized epithelium","BP","Day7_Second_AvM","Downregulated"
"283","GO:2000405",0.0231141231442286,0.999766756234319,1,8,"negative regulation of T cell migration","BP","Day7_Second_AvM","Downregulated"
"284","GO:0035622",0.02360038636246,0.999768297401885,1,6,"intrahepatic bile duct development","BP","Day7_Second_AvM","Downregulated"
"285","GO:0072104",0.02360038636246,0.999768297401885,1,6,"glomerular capillary formation","BP","Day7_Second_AvM","Downregulated"
"286","GO:2001204",0.02360038636246,0.999768297401885,1,6,"regulation of osteoclast development","BP","Day7_Second_AvM","Downregulated"
"287","GO:0016081",0.0242705506127747,0.999754885899712,1,6,"synaptic vesicle docking","BP","Day7_Second_AvM","Downregulated"
"288","GO:0060736",0.0246947028733314,0.999746200758313,1,6,"prostate gland growth","BP","Day7_Second_AvM","Downregulated"
"289","GO:0006772",0.025086345016316,0.999730616117187,1,7,"thiamine metabolic process","BP","Day7_Second_AvM","Downregulated"
"290","GO:0090175",0.0254550674658469,0.999730248826953,1,6,"regulation of establishment of planar polarity","BP","Day7_Second_AvM","Downregulated"
"291","GO:2001222",0.0263419197521306,0.999696687243155,1,8,"regulation of neuron migration","BP","Day7_Second_AvM","Downregulated"
"292","GO:0014012",0.0263692423488935,0.999691268513535,1,9,"peripheral nervous system axon regeneration","BP","Day7_Second_AvM","Downregulated"
"293","GO:0010035",0.0274159278851428,0.999677967604867,1,7,"response to inorganic substance","BP","Day7_Second_AvM","Downregulated"
"294","GO:1990705",0.0275373758766724,0.999675092695274,1,7,"cholangiocyte proliferation","BP","Day7_Second_AvM","Downregulated"
"295","GO:0035159",0.027738607992796,0.999679386799249,1,6,"regulation of tube length, open tracheal system","BP","Day7_Second_AvM","Downregulated"
"296","GO:0050860",0.0290566059756587,0.999624749867632,1,9,"negative regulation of T cell receptor signaling pathway","BP","Day7_Second_AvM","Downregulated"
"297","GO:0061073",0.0297922873294689,0.999611507355317,1,8,"ciliary body morphogenesis","BP","Day7_Second_AvM","Downregulated"
"298","GO:0060674",0.0310515891424485,0.999571125733869,1,9,"placenta blood vessel development","BP","Day7_Second_AvM","Downregulated"
"299","GO:0072014",0.0315376659325855,0.999564359981647,1,8,"proximal tubule development","BP","Day7_Second_AvM","Downregulated"
"300","GO:0031929",0.0322596776576731,0.999544057303671,1,8,"TOR signaling","BP","Day7_Second_AvM","Downregulated"
"301","GO:0033572",0.0323538618280364,0.999541374362127,1,8,"transferrin transport","BP","Day7_Second_AvM","Downregulated"
"302","GO:0072576",0.0326121059653657,0.999533977101119,1,8,"liver morphogenesis","BP","Day7_Second_AvM","Downregulated"
"303","GO:0060384",0.0334091136112539,0.999503082526386,1,9,"innervation","BP","Day7_Second_AvM","Downregulated"
"304","GO:0097193",0.0335261512959116,0.999507313151908,1,8,"intrinsic apoptotic signaling pathway","BP","Day7_Second_AvM","Downregulated"
"305","GO:2000249",0.0335979858257203,0.999497411805585,1,9,"regulation of actin cytoskeleton reorganization","BP","Day7_Second_AvM","Downregulated"
"306","GO:0000302",0.0341502478159611,0.999464587479894,1,12,"response to reactive oxygen species","BP","Day7_Second_AvM","Downregulated"
"307","GO:0043043",0.0345837194017857,0.999467286956811,1,9,"peptide biosynthetic process","BP","Day7_Second_AvM","Downregulated"
"308","GO:0048489",0.0351731984229162,0.999431813851551,1,12,"synaptic vesicle transport","BP","Day7_Second_AvM","Downregulated"
"309","GO:0048681",0.0353300377166457,0.999443887725812,1,9,"negative regulation of axon regeneration","BP","Day7_Second_AvM","Downregulated"
"310","GO:0072574",0.0355018274790569,0.999438429444549,1,9,"hepatocyte proliferation","BP","Day7_Second_AvM","Downregulated"
"311","GO:0045967",0.0364882774251012,0.999406563699869,1,9,"negative regulation of growth rate","BP","Day7_Second_AvM","Downregulated"
"312","GO:0060355",0.0375727494552168,0.999346578186512,1,13,"positive regulation of cell adhesion molecule production","BP","Day7_Second_AvM","Downregulated"
"313","GO:0034138",0.0380690735140777,0.99932907714577,1,13,"toll-like receptor 3 signaling pathway","BP","Day7_Second_AvM","Downregulated"
"314","GO:0070555",0.0385639494875663,0.999336597873011,1,9,"response to interleukin-1","BP","Day7_Second_AvM","Downregulated"
"315","GO:0045672",0.0388160214181978,0.999307082583397,1,12,"positive regulation of osteoclast differentiation","BP","Day7_Second_AvM","Downregulated"
"316","GO:0043011",0.0389079495607894,0.999316279364954,1,10,"myeloid dendritic cell differentiation","BP","Day7_Second_AvM","Downregulated"
"317","GO:0006885",0.0394401969296119,0.999305873841016,1,9,"regulation of pH","BP","Day7_Second_AvM","Downregulated"
"318","GO:0016082",0.039678656464363,0.999288715371376,1,10,"synaptic vesicle priming","BP","Day7_Second_AvM","Downregulated"
"319","GO:0060413",0.0401020255559045,0.999260051324654,1,12,"atrial septum morphogenesis","BP","Day7_Second_AvM","Downregulated"
"320","GO:0044245",0.0408741095286178,0.999244865987182,1,10,"polysaccharide digestion","BP","Day7_Second_AvM","Downregulated"
"321","GO:0002437",0.040875164631439,0.999237295907679,1,11,"inflammatory response to antigenic stimulus","BP","Day7_Second_AvM","Downregulated"
"322","GO:0021983",0.0414458394302336,0.999215681102413,1,11,"pituitary gland development","BP","Day7_Second_AvM","Downregulated"
"323","GO:0007367",0.0422544284089704,0.999184529671522,1,11,"segment polarity determination","BP","Day7_Second_AvM","Downregulated"
"324","GO:0002011",0.0432952707331958,0.999143522794984,1,11,"morphogenesis of an epithelial sheet","BP","Day7_Second_AvM","Downregulated"
"325","GO:0035735",0.043419130152153,0.999138574930949,1,11,"intraciliary transport involved in cilium assembly","BP","Day7_Second_AvM","Downregulated"
"326","GO:0035584",0.043954360515087,0.999117027276305,1,11,"calcium-mediated signaling using intracellular calcium source","BP","Day7_Second_AvM","Downregulated"
"327","GO:0051894",0.0450091032458736,0.999066163167605,1,12,"positive regulation of focal adhesion assembly","BP","Day7_Second_AvM","Downregulated"
"328","GO:0016318",0.0450626607729797,0.99906392056747,1,12,"ommatidial rotation","BP","Day7_Second_AvM","Downregulated"
"329","GO:0022617",0.0473603785335772,0.998958002558704,1,13,"extracellular matrix disassembly","BP","Day7_Second_AvM","Downregulated"
"330","GO:0032331",0.0479743533064985,0.998946524871043,1,11,"negative regulation of chondrocyte differentiation","BP","Day7_Second_AvM","Downregulated"
"331","GO:1900016",0.0483218606219087,0.998903003870634,1,15,"negative regulation of cytokine production involved in inflammatory response","BP","Day7_Second_AvM","Downregulated"
"332","GO:0001709",0.048826077001621,0.998899476890136,1,12,"cell fate determination","BP","Day7_Second_AvM","Downregulated"
"333","GO:0030183",0.0489292987086997,0.998894775720033,1,12,"B cell differentiation","BP","Day7_Second_AvM","Downregulated"
"334","GO:0048738",0.0496925741326315,0.998851847746931,1,13,"cardiac muscle tissue development","BP","Day7_Second_AvM","Downregulated"
"335","GO:0043116",0.0499651286266818,0.998826407756858,1,15,"negative regulation of vascular permeability","BP","Day7_Second_AvM","Downregulated"
"336","GO:0030246",0.00144372426947414,0.99981818170067,5,233,"carbohydrate binding","MF","Day7_Second_AvM","Downregulated"
"337","GO:0004252",0.000796689914233601,0.99993968738676,4,108,"serine-type endopeptidase activity","MF","Day7_Second_AvM","Downregulated"
"338","GO:0050839",0.000925689444000562,0.999926962440245,4,113,"cell adhesion molecule binding","MF","Day7_Second_AvM","Downregulated"
"339","GO:0005518",0.00165181950293566,0.999912061942487,3,61,"collagen binding","MF","Day7_Second_AvM","Downregulated"
"340","GO:0005201",0.00500399888783035,0.999601515098924,3,91,"extracellular matrix structural constituent","MF","Day7_Second_AvM","Downregulated"
"341","GO:0004888",0.0230394386789779,0.996751891321215,3,195,"transmembrane signaling receptor activity","MF","Day7_Second_AvM","Downregulated"
"342","GO:0004500",0.00261878776546144,0.999941711277002,2,19,"dopamine beta-monooxygenase activity","MF","Day7_Second_AvM","Downregulated"
"343","GO:0016715",0.00261878776546144,0.999941711277002,2,19,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","MF","Day7_Second_AvM","Downregulated"
"344","GO:0050840",0.00492361128858667,0.99984403250356,2,29,"extracellular matrix binding","MF","Day7_Second_AvM","Downregulated"
"345","GO:0050431",0.0112641159482077,0.999444857395119,2,39,"transforming growth factor beta binding","MF","Day7_Second_AvM","Downregulated"
"346","GO:0005178",0.018905108441171,0.998764257232309,2,54,"integrin binding","MF","Day7_Second_AvM","Downregulated"
"347","GO:0051087",0.0242914977908765,0.998178102114136,2,65,"chaperone binding","MF","Day7_Second_AvM","Downregulated"
"348","GO:0004175",0.0256631947967387,0.998017396926956,2,66,"endopeptidase activity","MF","Day7_Second_AvM","Downregulated"
"349","GO:0004197",0.0310471997517629,0.997337178003032,2,75,"cysteine-type endopeptidase activity","MF","Day7_Second_AvM","Downregulated"
"350","GO:0004867",0.0341250696318978,0.996923013334696,2,72,"serine-type endopeptidase inhibitor activity","MF","Day7_Second_AvM","Downregulated"
"351","GO:0005507",0.0370648601557145,0.996492810932047,2,88,"copper ion binding","MF","Day7_Second_AvM","Downregulated"
"352","GO:0046547",0.00347823232941672,1,1,1,"trans-aconitate 3-methyltransferase activity","MF","Day7_Second_AvM","Downregulated"
"353","GO:1990829",0.00454373760734079,1,1,1,"C-rich single-stranded DNA binding","MF","Day7_Second_AvM","Downregulated"
"354","GO:0042392",0.00855211724882356,0.999981835989489,1,2,"sphingosine-1-phosphate phosphatase activity","MF","Day7_Second_AvM","Downregulated"
"355","GO:0042285",0.0117667959888008,0.999948388043918,1,4,"xylosyltransferase activity","MF","Day7_Second_AvM","Downregulated"
"356","GO:0005161",0.0215980169614162,0.999813812419377,1,5,"platelet-derived growth factor receptor binding","MF","Day7_Second_AvM","Downregulated"
"357","GO:0046961",0.0242287148659675,0.999755734276301,1,6,"proton-transporting ATPase activity, rotational mechanism","MF","Day7_Second_AvM","Downregulated"
"358","GO:0043559",0.0257714643380805,0.999723466322168,1,6,"insulin binding","MF","Day7_Second_AvM","Downregulated"
"359","GO:0042030",0.0286516033791134,0.99964811375995,1,7,"ATPase inhibitor activity","MF","Day7_Second_AvM","Downregulated"
"360","GO:0008843",0.0343780824706175,0.999473644723705,1,9,"endochitinase activity","MF","Day7_Second_AvM","Downregulated"
"361","GO:0070064",0.0461435175471854,0.999026075285568,1,11,"proline-rich region binding","MF","Day7_Second_AvM","Downregulated"
"362","GO:0070097",0.0475548052527247,0.998956539787023,1,12,"delta-catenin binding","MF","Day7_Second_AvM","Downregulated"
"363","GO:0072602",0.0364882774251012,0.999406563699869,1,9,NA,NA,"Day7_Second_AvM","Downregulated"
"364","GO:0061187",0.000509735014212311,1,1,1,"regulation of ribosomal DNA heterochromatin assembly","BP","Day7_Second_AvM","Upregulated"
"365","GO:0007290",0.00219599504469972,0.999998132536837,1,6,"spermatid nucleus elongation","BP","Day7_Second_AvM","Upregulated"
"366","GO:0007291",0.00219599504469972,0.999998132536837,1,6,"sperm individualization","BP","Day7_Second_AvM","Upregulated"
"367","GO:1904801",0.00219599504469972,0.999998132536837,1,6,"positive regulation of neuron remodeling","BP","Day7_Second_AvM","Upregulated"
"368","GO:2001135",0.00233208273359452,0.999997977981113,1,5,"regulation of endocytic recycling","BP","Day7_Second_AvM","Upregulated"
"369","GO:0006474",0.0032283938297405,0.999995846903275,1,7,"N-terminal protein amino acid acetylation","BP","Day7_Second_AvM","Upregulated"
"370","GO:0045648",0.00444647710867398,0.999991826275669,1,9,"positive regulation of erythrocyte differentiation","BP","Day7_Second_AvM","Upregulated"
"371","GO:0045765",0.0044626106441647,0.999991766800331,1,9,"regulation of angiogenesis","BP","Day7_Second_AvM","Upregulated"
"372","GO:0045948",0.00466381594702389,0.999991006924338,1,9,"positive regulation of translational initiation","BP","Day7_Second_AvM","Upregulated"
"373","GO:0035071",0.00523220470577499,0.999988244102263,1,13,"salivary gland cell autophagic cell death","BP","Day7_Second_AvM","Upregulated"
"374","GO:0046856",0.00536918935332709,0.999987928794894,1,10,"phosphatidylinositol dephosphorylation","BP","Day7_Second_AvM","Upregulated"
"375","GO:2000582",0.0053817200996149,0.999987488008197,1,14,"positive regulation of ATP-dependent microtubule motor activity, plus-end-directed","BP","Day7_Second_AvM","Upregulated"
"376","GO:0034454",0.0054707122462477,0.999987146716792,1,13,"microtubule anchoring at centrosome","BP","Day7_Second_AvM","Upregulated"
"377","GO:0035220",0.0056170462733951,0.999986449139531,1,13,"wing disc development","BP","Day7_Second_AvM","Upregulated"
"378","GO:0045162",0.00612810490591244,0.999983772143701,1,14,"clustering of voltage-gated sodium channels","BP","Day7_Second_AvM","Upregulated"
"379","GO:0043968",0.00622428642065918,0.99998335699066,1,13,"histone H2A acetylation","BP","Day7_Second_AvM","Upregulated"
"380","GO:0045760",0.00663649936302379,0.999980781544189,1,16,"positive regulation of action potential","BP","Day7_Second_AvM","Upregulated"
"381","GO:0010650",0.00818219561951665,0.999970553585099,1,18,"positive regulation of cell communication by electrical coupling","BP","Day7_Second_AvM","Upregulated"
"382","GO:0034112",0.00818219561951665,0.999970553585099,1,18,"positive regulation of homotypic cell-cell adhesion","BP","Day7_Second_AvM","Upregulated"
"383","GO:0071709",0.00818219561951665,0.999970553585099,1,18,"membrane assembly","BP","Day7_Second_AvM","Upregulated"
"384","GO:1900827",0.00818219561951665,0.999970553585099,1,18,"positive regulation of membrane depolarization during cardiac muscle cell action potential","BP","Day7_Second_AvM","Upregulated"
"385","GO:0008407",0.00849567712839112,0.999968152235757,1,19,"chaeta morphogenesis","BP","Day7_Second_AvM","Upregulated"
"386","GO:0099612",0.00873281332182809,0.999966346498894,1,19,"protein localization to axon","BP","Day7_Second_AvM","Upregulated"
"387","GO:0072660",0.008732813326686,0.999966346498856,1,19,"maintenance of protein location in plasma membrane","BP","Day7_Second_AvM","Upregulated"
"388","GO:0072583",0.00875713866209258,0.999966378975282,1,17,"clathrin-dependent endocytosis","BP","Day7_Second_AvM","Upregulated"
"389","GO:1902260",0.00890321652820401,0.999964921192963,1,20,"negative regulation of delayed rectifier potassium channel activity","BP","Day7_Second_AvM","Upregulated"
"390","GO:0043967",0.00920021244422207,0.999962641072841,1,19,"histone H4 acetylation","BP","Day7_Second_AvM","Upregulated"
"391","GO:0045838",0.00921910278479188,0.999962289377238,1,21,"positive regulation of membrane potential","BP","Day7_Second_AvM","Upregulated"
"392","GO:0051017",0.00939325981742829,0.999960848577883,1,21,"actin filament bundle assembly","BP","Day7_Second_AvM","Upregulated"
"393","GO:0017015",0.00942168422062951,0.999960296758716,1,25,"regulation of transforming growth factor beta receptor signaling pathway","BP","Day7_Second_AvM","Upregulated"
"394","GO:0010595",0.0094764652338463,0.999960150651334,1,21,"positive regulation of endothelial cell migration","BP","Day7_Second_AvM","Upregulated"
"395","GO:0010765",0.00967049840471996,0.999958499060094,1,21,"positive regulation of sodium ion transport","BP","Day7_Second_AvM","Upregulated"
"396","GO:0071286",0.00993326086316513,0.999956109609022,1,22,"cellular response to magnesium ion","BP","Day7_Second_AvM","Upregulated"
"397","GO:2000651",0.0100298118493841,0.999955250611574,1,22,"positive regulation of sodium ion transmembrane transporter activity","BP","Day7_Second_AvM","Upregulated"
"398","GO:0015969",0.0101859927090551,0.999953580578662,1,25,"guanosine tetraphosphate metabolic process","BP","Day7_Second_AvM","Upregulated"
"399","GO:0043266",0.0105735364210427,0.999950060452728,1,24,"regulation of potassium ion transport","BP","Day7_Second_AvM","Upregulated"
"400","GO:0010960",0.0116406713952413,0.999939342363568,1,25,"magnesium ion homeostasis","BP","Day7_Second_AvM","Upregulated"
"401","GO:0090314",0.0118033006061459,0.999937532316148,1,26,"positive regulation of protein targeting to membrane","BP","Day7_Second_AvM","Upregulated"
"402","GO:2001259",0.0125692854405168,0.999928849224294,1,29,"positive regulation of cation channel activity","BP","Day7_Second_AvM","Upregulated"
"403","GO:0022416",0.0129477950832209,0.999924399310861,1,30,"chaeta development","BP","Day7_Second_AvM","Upregulated"
"404","GO:0000132",0.0134001603231069,0.999919106623358,1,29,"establishment of mitotic spindle orientation","BP","Day7_Second_AvM","Upregulated"
"405","GO:0043001",0.015797967833847,0.99988687814105,1,34,"Golgi to plasma membrane protein transport","BP","Day7_Second_AvM","Upregulated"
"406","GO:0007476",0.0171542777652111,0.999866227343491,1,37,"imaginal disc-derived wing morphogenesis","BP","Day7_Second_AvM","Upregulated"
"407","GO:0019228",0.0179713162235017,0.999852928573873,1,39,"neuronal action potential","BP","Day7_Second_AvM","Upregulated"
"408","GO:0007009",0.0212753382324402,0.999792907660621,1,45,"plasma membrane organization","BP","Day7_Second_AvM","Upregulated"
"409","GO:0030514",0.0217416542874257,0.999783294406925,1,49,"negative regulation of BMP signaling pathway","BP","Day7_Second_AvM","Upregulated"
"410","GO:0045184",0.0219360114621672,0.999779481805672,1,48,"establishment of protein localization","BP","Day7_Second_AvM","Upregulated"
"411","GO:0050808",0.0234524427712172,0.999747388286361,1,52,"synapse organization","BP","Day7_Second_AvM","Upregulated"
"412","GO:0007528",0.0297439391017297,0.999591243930769,1,64,"neuromuscular junction development","BP","Day7_Second_AvM","Upregulated"
"413","GO:0048477",0.0301444397601199,0.9995798045601,1,67,"oogenesis","BP","Day7_Second_AvM","Upregulated"
"414","GO:0006955",0.0345564925708844,0.999445382397941,1,82,"immune response","BP","Day7_Second_AvM","Upregulated"
"415","GO:0007409",0.0395140288714682,0.999273500225823,1,82,"axonogenesis","BP","Day7_Second_AvM","Upregulated"
"416","GO:0006914",0.0397244203553308,0.999265270121763,1,86,"autophagy","BP","Day7_Second_AvM","Upregulated"
"417","GO:0000281",0.0410678312652058,0.999214036226228,1,89,"mitotic cytokinesis","BP","Day7_Second_AvM","Upregulated"
