Date,Tank.ID,Geoduck_ID,ALL_Treatment,EvA_Treatment,Day0_Treament,Day7_Treament,Day14,Day21_Treatment,Day,Number.animals,Box.position,Storage.Box.ID,Extracted_(X_done),Date_extraction,Qubit_RNA_Quantity,RNA_Quality_TapeStation,Qubit_DNA_Quantity,DNA_Quality_Gel,,Link to Extraction Notebook
20190814,4,1549,AHMA,A,NA,NA,NA,A,DAY21,1,E8,Sam Gurr 2019 Thresholds Geoduck BOX #10,X,20200825,130.5,Yes,57.2,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200825-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,41,1593,AHMA,A,NA,NA,NA,A,DAY21,1,A9,Sam Gurr 2019 Thresholds Geoduck BOX #19,X,20200825,52.8,Yes,31.7,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200825-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,48,1630,AHMA,A,NA,NA,NA,A,DAY21,1,G9,Sam Gurr 2019 Thresholds Geoduck BOX #10,X,20200903,69.3,Yes,35.9,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200903-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,46,1545,AHMA,A,NA,NA,NA,A,DAY21,1,D2,Sam Gurr 2019 Thresholds Geoduck BOX #6,X,20200903,401,Yes,80.7,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200903-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,6,1617,AHMA,A,NA,NA,NA,A,DAY21,1,F5,Sam Gurr 2019 Thresholds Geoduck BOX #11,X,20200909,131,Yes,64.1,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200909-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,11,1590,AHMA,A,NA,NA,NA,A,DAY21,1,C4,Sam Gurr 2019 Thresholds Geoduck BOX #11,X,20200910,143.5,Yes,60.6,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200910-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,10,1500,AHMM,A,NA,NA,NA,M,DAY21,1,H5,Sam Gurr 2019 Thresholds Geoduck BOX #17,X,20200825,98.7,Yes,37.9,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200825-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,42,1471,AHMM,A,NA,NA,NA,M,DAY21,1,H7,Sam Gurr 2019 Thresholds Geoduck BOX #6,X,20200825,72.6,Yes,35.3,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200825-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,40,1464,AHMM,A,NA,NA,NA,M,DAY21,1,G9,Sam Gurr 2019 Thresholds Geoduck BOX #17,X,20200827,46.6,Yes,18,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200827-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,12,1506,AHMM,A,NA,NA,NA,M,DAY21,1,E3,Sam Gurr 2019 Thresholds Geoduck BOX #11,X,20200916,98.9,Yes,45.9,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200917-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,47,1504,AHMM,A,NA,NA,NA,M,DAY21,1,G9,Sam Gurr 2019 Thresholds Geoduck BOX #18,X,20200917,127.5,Yes,62.5,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200917-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,24,1578,AHSA,A,NA,NA,NA,A,DAY21,1,C2,Sam Gurr 2019 Thresholds Geoduck BOX #21,X,20200827,55.5,Yes,26,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200827-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,52,1623,AHSA,A,NA,NA,NA,A,DAY21,1,F5,Sam Gurr 2019 Thresholds Geoduck BOX #6,X,20200903,74.7,Yes,26.4,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200903-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,50,1560,AHSA,A,NA,NA,NA,A,DAY21,1,I3,Sam Gurr 2019 Thresholds Geoduck BOX #17,X,20200918,261,Yes,52.9,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200923-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,14,1531,AHSM,A,NA,NA,NA,M,DAY21,1,I4,Sam Gurr 2019 Thresholds Geoduck BOX #10,X,20200825,160,Yes,66.5,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200825-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,16,1537,AHSM,A,NA,NA,NA,M,DAY21,1,D4,Sam Gurr 2019 Thresholds Geoduck BOX #18,X,20200827,163,Yes,35.4,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200827-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,51,1534,AHSM,A,NA,NA,NA,M,DAY21,1,E8,Sam Gurr 2019 Thresholds Geoduck BOX #16,X,20200908,94,Yes,24.6,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200909-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,60,1512,AHSM,A,NA,NA,NA,M,DAY21,1,A3,Sam Gurr 2019 Thresholds Geoduck BOX #21,X,20200909,25.2,Yes,44.2,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200909-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,32,1638,EHAA,E,NA,NA,NA,A,DAY21,1,B6,Sam Gurr 2019 Thresholds Geoduck BOX #10,X,20200825,199.5,Yes,116,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200825-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,71,1647,EHAA,E,NA,NA,NA,A,DAY21,1,F2,Sam Gurr 2019 Thresholds Geoduck BOX #19,X,20200827,101.5,Yes,50,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200827-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,29,1611,EHAA,E,NA,NA,NA,A,DAY21,1,G8,Sam Gurr 2019 Thresholds Geoduck BOX #11,X,20200903,120.5,Yes,39,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200903-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,64,1609,EHAA,E,NA,NA,NA,A,DAY21,1,H5,Sam Gurr 2019 Thresholds Geoduck BOX #18,X,20200910,NA,"Yes, low",69.5,Yes,"RNA is low (12.5 ng ul), but ok to sequence, DNA not visible",https://samgurr.github.io/SamJGurr_Lab_Notebook/20200910-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,67,1482,EHAA,E,NA,NA,NA,A,DAY21,1,B1,Sam Gurr 2019 Thresholds Geoduck BOX #6,X,20200916,169,Yes,71.1,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200917-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,65,1521,EHAM,E,NA,NA,NA,M,DAY21,1,D5,Sam Gurr 2019 Thresholds Geoduck BOX #10,X,20200827,42.5,Yes,14.35,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200827-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,68,1489,EHAM,E,NA,NA,NA,M,DAY21,1,C5,Sam Gurr 2019 Thresholds Geoduck BOX #9,X,20200827,33.9,Yes,28.5,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200827-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,31,1462,EHAM,E,NA,NA,NA,M,DAY21,1,F3,Sam Gurr 2019 Thresholds Geoduck BOX #17,X,20200903,42.2,Yes,19.15,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200903-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,63,1449,EHAM,E,NA,NA,NA,M,DAY21,1,H6,Sam Gurr 2019 Thresholds Geoduck BOX #20,X,20200908,233,Yes,95,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200909-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,35,1515,EHAM,E,NA,NA,NA,M,DAY21,1,D6,Sam Gurr 2019 Thresholds Geoduck BOX #19,X,20200916,124.5,Yes,50.2,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200917-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,2,1582,EHMA,E,NA,NA,NA,A,DAY21,1,H9,Sam Gurr 2019 Thresholds Geoduck BOX #8,X,20200827,21.3,Yes,20.4,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200827-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,7,1557,EHMA,E,NA,NA,NA,A,DAY21,1,D8,Sam Gurr 2019 Thresholds Geoduck BOX #20,X,20200903,74.7,Yes,38.6,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200903-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,44,1584,EHMA,E,NA,NA,NA,A,DAY21,1,A4,Sam Gurr 2019 Thresholds Geoduck BOX #16,X,20200910,210,Yes,57.7,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200910-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,39,1627,EHMA,E,NA,NA,NA,A,DAY21,1,C2,Sam Gurr 2019 Thresholds Geoduck BOX #8,X,20200916,35,Yes,24,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200917-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,37,1554,EHMA,E,NA,NA,NA,A,DAY21,1,E4,Sam Gurr 2019 Thresholds Geoduck BOX #17,X,20200917,154.5,Yes,43.9,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200917-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,9,1621,EHMA,E,NA,NA,NA,A,DAY21,1,H9,Sam Gurr 2019 Thresholds Geoduck BOX #6,X,20200918,412,"Yes, check this!",105.5,Yes,may be some degradation on lower end,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200923-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,38,1459,EHMM,E,NA,NA,NA,M,DAY21,1,A1,Sam Gurr 2019 Thresholds Geoduck BOX #11,X,20200827,24.3,Yes,16.9,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200827-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,1,1455,EHMM,E,NA,NA,NA,M,DAY21,1,C5,Sam Gurr 2019 Thresholds Geoduck BOX #11,X,20200903,288,Yes,99.8,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200903-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,8,1495,EHMM,E,NA,NA,NA,M,DAY21,1,C9,Sam Gurr 2019 Thresholds Geoduck BOX #18,X,20200916,17.2,Yes,8.26,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200917-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,45,1498,EHMM,E,NA,NA,NA,M,DAY21,1,I4,Sam Gurr 2019 Thresholds Geoduck BOX #16,X,20200917,189.5,Yes,44.7,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200917-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,43,1491,EHMM,E,NA,NA,NA,M,DAY21,1,G8,Sam Gurr 2019 Thresholds Geoduck BOX #18,X,20200917,35.2,Yes,10.75,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200917-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,23,1576,EHSA,E,NA,NA,NA,A,DAY21,1,G4,Sam Gurr 2019 Thresholds Geoduck BOX #11,X,20200827,NA,Yes! (first run showed very low RINe),10.5,Yes,Repeated on Tapestation 20201001 == https://samgurr.github.io/SamJGurr_Lab_Notebook/REPEATED-QC-20201001-Juvenile-Panpoea-generosa-Extractions/, original QC == https://samgurr.github.io/SamJGurr_Lab_Notebook/20200827-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,56,1567,EHSA,E,NA,NA,NA,A,DAY21,1,G7,Sam Gurr 2019 Thresholds Geoduck BOX #9,X,20200827,176,Yes,57.65,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200827-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,58,1572,EHSA,E,NA,NA,NA,A,DAY21,1,F2,Sam Gurr 2019 Thresholds Geoduck BOX #17,X,20200903,221,Yes,74.2,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200903-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,53,1597,EHSA,E,NA,NA,NA,A,DAY21,1,D9,Sam Gurr 2019 Thresholds Geoduck BOX #17,X,20200917,63.3,Yes,34.2,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200917-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,18,1632,EHSA,E,NA,NA,NA,A,DAY21,1,C4,Sam Gurr 2019 Thresholds Geoduck BOX #20,X,20200923,NA,Yes!,16.65,Low,Run on Tapestation 20201001 == https://samgurr.github.io/SamJGurr_Lab_Notebook/REPEATED-QC-20201001-Juvenile-Panpoea-generosa-Extractions/, original QC == https://samgurr.github.io/SamJGurr_Lab_Notebook/20200923-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,20,1446,EHSM,E,NA,NA,NA,M,DAY21,1,G2,Sam Gurr 2019 Thresholds Geoduck BOX #11,X,20200908,297,Yes,130.5,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200909-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,17,1539,EHSM,E,NA,NA,NA,M,DAY21,1,B9,Sam Gurr 2019 Thresholds Geoduck BOX #7,X,20200916,280,Yes,135.5,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200917-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,49,1527,EHSM,E,NA,NA,NA,M,DAY21,1,F1,Sam Gurr 2019 Thresholds Geoduck BOX #11,X,20200917,226,Yes,71.7,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200917-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,22,1474,EHSM,E,NA,NA,NA,M,DAY21,1,H3,Sam Gurr 2019 Thresholds Geoduck BOX #9,X,20200917,19.6,Yes,29.7,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200917-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,54,1543,EHSM,E,NA,NA,NA,M,DAY21,1,C3,Sam Gurr 2019 Thresholds Geoduck BOX #8,X,20200918,197.5,Yes,67.9,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200923-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
20190814,59,1510,EHSM,E,NA,NA,NA,M,DAY21,1,D5,Sam Gurr 2019 Thresholds Geoduck BOX #9,X,20200923,175.5,Yes,71,Yes,,https://samgurr.github.io/SamJGurr_Lab_Notebook/20200923-Juvenile-Panopea-generosa-DNA-RNA-Extractions/
