"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Day_moduleColor"
"1218","GO:0051019",0.0321036734046671,0.99530130795162,3,17,"mitogen-activated protein kinase binding","MF","Day7_brown"
"1219","GO:0016705",0.0406094058368588,0.993393412355172,3,19,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF","Day7_brown"
"1220","GO:0004553",0.0417152181022532,0.99310271088667,3,20,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF","Day7_brown"
"1221","GO:0016791",0.0439974279910748,0.992499751830933,3,22,"phosphatase activity","MF","Day7_brown"
"1222","GO:0005484",0.0483135200247134,0.991417037751942,3,23,"SNAP receptor activity","MF","Day7_brown"
"1223","GO:0070538",0.00103628923800354,0.999993469419083,2,3,"oleic acid binding","MF","Day7_brown"
"1224","GO:0016830",0.00294954925253971,1,2,2,"carbon-carbon lyase activity","MF","Day7_brown"
"1225","GO:0051903",0.00304164462207061,1,2,2,"S-(hydroxymethyl)glutathione dehydrogenase activity","MF","Day7_brown"
"1226","GO:0008240",0.00427149122098351,0.999944248467532,2,3,"tripeptidyl-peptidase activity","MF","Day7_brown"
"1227","GO:0004367",0.0061327795294887,0.99990332386208,2,3,"glycerol-3-phosphate dehydrogenase [NAD+] activity","MF","Day7_brown"
"1228","GO:0005504",0.00865261066582805,0.999734034472985,2,5,"fatty acid binding","MF","Day7_brown"
"1229","GO:0098882",0.00905377001341947,0.999824768607527,2,3,"structural constituent of presynaptic active zone","MF","Day7_brown"
"1230","GO:0061750",0.00957578650488228,0.999809074601966,2,3,"acid sphingomyelin phosphodiesterase activity","MF","Day7_brown"
"1231","GO:0003834",0.0103976662176298,0.999648036543234,2,5,"beta-carotene 15,15'-monooxygenase activity","MF","Day7_brown"
"1232","GO:0010436",0.0103976662176298,0.999648036543234,2,5,"carotenoid dioxygenase activity","MF","Day7_brown"
"1233","GO:0003997",0.0123456434794105,0.99960456108196,2,4,"acyl-CoA oxidase activity","MF","Day7_brown"
"1234","GO:0048273",0.0130823894954532,0.999567852805716,2,4,"mitogen-activated protein kinase p38 binding","MF","Day7_brown"
"1235","GO:0030275",0.0199428151648899,0.999045734027301,2,5,"LRR domain binding","MF","Day7_brown"
"1236","GO:0008238",0.0207962393978689,0.9988958254391,2,6,"exopeptidase activity","MF","Day7_brown"
"1237","GO:0016004",0.0216802828238127,0.99875945288205,2,7,"phospholipase activator activity","MF","Day7_brown"
"1238","GO:0030976",0.021824261622392,0.998903766953035,2,5,"thiamine pyrophosphate binding","MF","Day7_brown"
"1239","GO:0003857",0.0220112420783441,0.998730242786968,2,7,"3-hydroxyacyl-CoA dehydrogenase activity","MF","Day7_brown"
"1240","GO:1905394",0.0248627797874552,0.998546682868393,2,6,"retromer complex binding","MF","Day7_brown"
"1241","GO:0008241",0.0266397949902161,0.998296943222975,2,7,"peptidyl-dipeptidase activity","MF","Day7_brown"
"1242","GO:0004165",0.0272879027292802,0.998232687596176,2,7,"dodecenoyl-CoA delta-isomerase activity","MF","Day7_brown"
"1243","GO:0031404",0.030256551322989,0.99770878543463,2,11,"chloride ion binding","MF","Day7_brown"
"1244","GO:0008810",0.030970990662366,0.997960299984506,2,6,"cellulase activity","MF","Day7_brown"
"1245","GO:0004300",0.0316803306915606,0.997887626759383,2,6,"enoyl-CoA hydratase activity","MF","Day7_brown"
"1246","GO:0030248",0.0342483530202095,0.997397649527548,2,8,"cellulose binding","MF","Day7_brown"
"1247","GO:0004620",0.0346454213192,0.997573940592212,2,6,"phospholipase activity","MF","Day7_brown"
"1248","GO:0004697",0.0352252726462596,0.997282009270874,2,8,"protein kinase C activity","MF","Day7_brown"
"1249","GO:0005534",0.0356115312751896,0.997160898437969,2,9,"galactose binding","MF","Day7_brown"
"1250","GO:0005215",0.0380365235931331,0.997047589972069,2,7,"transporter activity","MF","Day7_brown"
"1251","GO:0030983",0.0388935955754482,0.996943837759067,2,7,"mismatched DNA binding","MF","Day7_brown"
"1252","GO:0004602",0.0427361588189885,0.995998901193211,2,13,"glutathione peroxidase activity","MF","Day7_brown"
"1253","GO:0005324",0.0496080364133116,0.995253618868159,2,9,"long-chain fatty acid transporter activity","MF","Day7_brown"
"1254","GO:0036041",0.0108735114559789,1,1,1,"long-chain fatty acid binding","MF","Day7_brown"
"1255","GO:0050543",0.0108735114559789,1,1,1,"icosatetraenoic acid binding","MF","Day7_brown"
"1256","GO:0046422",0.0109629369527004,1,1,1,"violaxanthin de-epoxidase activity","MF","Day7_brown"
"1257","GO:0050032",0.0148554742880693,0.999926035842194,1,3,"L-rhamnonate dehydratase activity","MF","Day7_brown"
"1258","GO:0036456",0.0164694537440008,1,1,1,"L-methionine-(S)-S-oxide reductase activity","MF","Day7_brown"
"1259","GO:0003875",0.0173013436250253,0.999899564752273,1,3,"ADP-ribosylarginine hydrolase activity","MF","Day7_brown"
"1260","GO:0008743",0.0178580957136732,1,1,1,"L-threonine 3-dehydrogenase activity","MF","Day7_brown"
"1261","GO:0019148",0.025467263397486,1,1,1,"D-cysteine desulfhydrase activity","MF","Day7_brown"
"1262","GO:0035651",0.0283894738503903,1,1,1,"AP-3 adaptor complex binding","MF","Day7_brown"
"1263","GO:0036461",0.0283894738503903,1,1,1,"BLOC-2 complex binding","MF","Day7_brown"
"1264","GO:0046547",0.0291209143145277,1,1,1,"trans-aconitate 3-methyltransferase activity","MF","Day7_brown"
"1265","GO:0004478",0.0316763656315469,1,1,1,"methionine adenosyltransferase activity","MF","Day7_brown"
"1266","GO:0050358",0.0381359561071358,1,1,1,"tropinone reductase activity","MF","Day7_brown"
"1267","GO:0043739",0.0404710069082124,1,1,1,"G/U mismatch-specific uracil-DNA glycosylase activity","MF","Day7_brown"
"1268","GO:0102339",0.0428664272262693,1,1,1,"3-oxo-arachidoyl-CoA reductase activity","MF","Day7_brown"
"1269","GO:0102340",0.0428664272262693,1,1,1,"3-oxo-behenoyl-CoA reductase activity","MF","Day7_brown"
"1270","GO:0102341",0.0428664272262693,1,1,1,"3-oxo-lignoceroyl-CoA reductase activity","MF","Day7_brown"
"1271","GO:0102342",0.0428664272262693,1,1,1,"3-oxo-cerotoyl-CoA reductase activity","MF","Day7_brown"
"1272","GO:0032142",0.0431180331281129,1,1,1,"single guanine insertion binding","MF","Day7_brown"
"1273","GO:0032143",0.0431180331281129,1,1,1,"single thymine insertion binding","MF","Day7_brown"
"1274","GO:0090409",0.0433704107250923,1,1,1,"malonyl-CoA synthetase activity","MF","Day7_brown"
"1275","GO:0004013",0.0441286132567349,1,1,1,"adenosylhomocysteinase activity","MF","Day7_brown"
"1276","GO:0016401",0.0442728167048293,1,1,1,"palmitoyl-CoA oxidase activity","MF","Day7_brown"
"1277","GO:0004092",0.0443782886999462,1,1,1,"carnitine O-acetyltransferase activity","MF","Day7_brown"
"1278","GO:0009045",0.0445324594054316,1,1,1,"xylose isomerase activity","MF","Day7_brown"
"1279","GO:0070539",0.0447089108584303,0.999489379360686,1,2,"linoleic acid binding","MF","Day7_brown"
"1280","GO:0070540",0.0447089108584303,0.999489379360686,1,2,"stearic acid binding","MF","Day7_brown"
"1281","GO:0051998",0.0447566499627086,1,1,1,"protein carboxyl O-methyltransferase activity","MF","Day7_brown"
"1282","GO:0008113",0.0456964072447543,0.999466300808855,1,2,"peptide-methionine (S)-S-oxide reductase activity","MF","Day7_brown"
"1283","GO:0008430",0.0480479768646454,0.999117486013521,1,4,"selenium binding","MF","Day7_brown"
"1284","GO:0052692",0.0491240941555753,1,1,1,"raffinose alpha-galactosidase activity","MF","Day7_brown"
"1285","GO:0000122",0.0471737331995575,0.976249455970378,13,402,"negative regulation of transcription by RNA polymerase II","BP","Day14_black"
"1286","GO:0043161",0.00365333762373434,0.999076690887725,8,130,"proteasome-mediated ubiquitin-dependent protein catabolic process","BP","Day14_black"
"1287","GO:0045722",1.10387823590308e-07,0.999999999172533,5,7,"positive regulation of gluconeogenesis","BP","Day14_black"
"1288","GO:0006096",9.73874895104576e-05,0.999993937684277,5,22,"glycolytic process","BP","Day14_black"
"1289","GO:0043524",0.00588268579483808,0.998989995898773,5,55,"negative regulation of neuron apoptotic process","BP","Day14_black"
"1290","GO:0008380",0.0452401657328394,0.986747507337314,5,92,"RNA splicing","BP","Day14_black"
"1291","GO:0006094",0.000513794853428124,0.999969010732316,4,18,"gluconeogenesis","BP","Day14_black"
"1292","GO:0042438",0.000534224899712067,0.999965548559201,4,27,"melanin biosynthetic process","BP","Day14_black"
"1293","GO:0001938",0.00242311189670815,0.999765249526711,4,26,"positive regulation of endothelial cell proliferation","BP","Day14_black"
"1294","GO:1902600",0.00649461684352983,0.99914921291297,4,34,"proton transmembrane transport","BP","Day14_black"
"1295","GO:0006417",0.00727496950117037,0.999020178162121,4,32,"regulation of translation","BP","Day14_black"
"1296","GO:0006909",0.011740582984037,0.998151479142977,4,41,"phagocytosis","BP","Day14_black"
"1297","GO:0045454",0.0122588680682674,0.998026342350509,4,49,"cell redox homeostasis","BP","Day14_black"
"1298","GO:0071356",0.0143125184974824,0.997577498799199,4,54,"cellular response to tumor necrosis factor","BP","Day14_black"
"1299","GO:0030512",0.0338797719422568,0.992505342910755,4,65,"negative regulation of transforming growth factor beta receptor signaling pathway","BP","Day14_black"
"1300","GO:0051028",0.0364858951441237,0.991784953119619,4,56,"mRNA transport","BP","Day14_black"
"1301","GO:0007204",0.0377295107349255,0.991298736371633,4,86,"positive regulation of cytosolic calcium ion concentration","BP","Day14_black"
"1302","GO:0001934",0.0472468473220087,0.988389222631287,4,66,"positive regulation of protein phosphorylation","BP","Day14_black"
"1303","GO:0015986",0.000422672856933185,0.999988092695871,3,11,"ATP synthesis coupled proton transport","BP","Day14_black"
"1304","GO:0006754",0.00101300515136628,0.999960524887981,3,12,"ATP biosynthetic process","BP","Day14_black"
"1305","GO:0001675",0.00103362811188062,0.999962621694877,3,9,"acrosome assembly","BP","Day14_black"
"1306","GO:0010793",0.00144326591471763,0.999937667447229,3,11,"regulation of mRNA export from nucleus","BP","Day14_black"
"1307","GO:0006103",0.00156017935477644,0.99993074707244,3,11,"2-oxoglutarate metabolic process","BP","Day14_black"
"1308","GO:0032981",0.0021402412087939,0.999883601057702,3,18,"mitochondrial respiratory chain complex I assembly","BP","Day14_black"
"1309","GO:0010715",0.00220188258705913,0.999889620047651,3,11,"regulation of extracellular matrix disassembly","BP","Day14_black"
"1310","GO:0005978",0.00254276703070122,0.999865849623979,3,11,"glycogen biosynthetic process","BP","Day14_black"
"1311","GO:0007569",0.00317698188811654,0.999802814575126,3,17,"cell aging","BP","Day14_black"
"1312","GO:0080009",0.00336649427526657,0.999790741291213,3,15,"mRNA methylation","BP","Day14_black"
"1313","GO:0010875",0.00625597763081463,0.999500958035523,3,18,"positive regulation of cholesterol efflux","BP","Day14_black"
"1314","GO:0051453",0.00730489491049246,0.999399627526367,3,15,"regulation of intracellular pH","BP","Day14_black"
"1315","GO:0046326",0.00734424685925833,0.999383731924916,3,17,"positive regulation of glucose import","BP","Day14_black"
"1316","GO:0051895",0.00773287459017562,0.999321601607867,3,21,"negative regulation of focal adhesion assembly","BP","Day14_black"
"1317","GO:0022604",0.0087112716903245,0.999171568205762,3,33,"regulation of cell morphogenesis","BP","Day14_black"
"1318","GO:1904646",0.00891369323403174,0.999165518191111,3,24,"cellular response to amyloid-beta","BP","Day14_black"
"1319","GO:0035774",0.00994776205498354,0.999048132231585,3,20,"positive regulation of insulin secretion involved in cellular response to glucose stimulus","BP","Day14_black"
"1320","GO:0030488",0.0115669716596121,0.9988083594641,3,24,"tRNA methylation","BP","Day14_black"
"1321","GO:0019827",0.0128658909081835,0.998626689698479,3,23,"stem cell population maintenance","BP","Day14_black"
"1322","GO:0007338",0.0146813729911598,0.998336419507477,3,26,"single fertilization","BP","Day14_black"
"1323","GO:0030534",0.0258324071550488,0.996347672272986,3,29,"adult behavior","BP","Day14_black"
"1324","GO:0030178",0.0261067894441038,0.996303140275781,3,28,"negative regulation of Wnt signaling pathway","BP","Day14_black"
"1325","GO:1903078",0.0288936196608534,0.99570799510721,3,32,"positive regulation of protein localization to plasma membrane","BP","Day14_black"
"1326","GO:0010977",0.0357303065416756,0.994227204949881,3,33,"negative regulation of neuron projection development","BP","Day14_black"
"1327","GO:0071363",0.0398308156958476,0.993263217802069,3,35,"cellular response to growth factor stimulus","BP","Day14_black"
"1328","GO:0009267",0.0411350373485313,0.992943425205609,3,36,"cellular response to starvation","BP","Day14_black"
"1329","GO:0006367",0.0437716179950232,0.992264816112367,3,40,"transcription initiation from RNA polymerase II promoter","BP","Day14_black"
"1330","GO:0032922",0.0486494391089238,0.991046678595108,3,39,"circadian regulation of gene expression","BP","Day14_black"
"1331","GO:0044321",0.0014117298514071,0.999989602054599,2,3,"response to leptin","BP","Day14_black"
"1332","GO:0046274",0.00192001981955312,0.999972924713724,2,5,"lignin catabolic process","BP","Day14_black"
"1333","GO:2000011",0.00214630989384745,0.999972377351429,2,4,"regulation of adaxial/abaxial pattern formation","BP","Day14_black"
"1334","GO:0060261",0.00237538933914171,0.99996779787496,2,4,"positive regulation of transcription initiation from RNA polymerase II promoter","BP","Day14_black"
"1335","GO:0051205",0.00238978056499562,0.999967502242675,2,4,"protein insertion into membrane","BP","Day14_black"
"1336","GO:0051044",0.00306750246048244,0.999952576034887,2,4,"positive regulation of membrane protein ectodomain proteolysis","BP","Day14_black"
"1337","GO:0050872",0.00356657867477589,0.99994040554939,2,4,"white fat cell differentiation","BP","Day14_black"
"1338","GO:0010762",0.00388680250855371,0.99993210650768,2,4,"regulation of fibroblast migration","BP","Day14_black"
"1339","GO:2000736",0.00456325250464283,0.999899621289399,2,5,"regulation of stem cell differentiation","BP","Day14_black"
"1340","GO:0036416",0.0047896752643095,0.999906781122054,2,4,"tRNA stabilization","BP","Day14_black"
"1341","GO:0060766",0.00529924225287121,0.999855559516096,2,7,"negative regulation of androgen receptor signaling pathway","BP","Day14_black"
"1342","GO:0035308",0.00611069164530633,0.999813833869174,2,8,"negative regulation of protein dephosphorylation","BP","Day14_black"
"1343","GO:0030225",0.00639740154740067,0.999807770343873,2,7,"macrophage differentiation","BP","Day14_black"
"1344","GO:0043248",0.00645922574024094,0.999791775356129,2,9,"proteasome assembly","BP","Day14_black"
"1345","GO:1900223",0.00776220697768888,0.999755540567383,2,6,"positive regulation of amyloid-beta clearance","BP","Day14_black"
"1346","GO:0030539",0.00833873293005031,0.999701455789737,2,8,"male genitalia development","BP","Day14_black"
"1347","GO:2001244",0.00846761380569186,0.999685835505344,2,9,"positive regulation of intrinsic apoptotic signaling pathway","BP","Day14_black"
"1348","GO:0042326",0.00850809599592081,0.999683548752815,2,9,"negative regulation of phosphorylation","BP","Day14_black"
"1349","GO:0048546",0.00860287076037453,0.999698442830916,2,7,"digestive tract morphogenesis","BP","Day14_black"
"1350","GO:1905049",0.00884928222083296,0.999685199363379,2,7,"negative regulation of metallopeptidase activity","BP","Day14_black"
"1351","GO:0032374",0.0115076816636202,0.999530253957206,2,7,"regulation of cholesterol transport","BP","Day14_black"
"1352","GO:0032429",0.0115076816636202,0.999530253957206,2,7,"regulation of phospholipase A2 activity","BP","Day14_black"
"1353","GO:0048691",0.0115076816636202,0.999530253957206,2,7,"positive regulation of axon extension involved in regeneration","BP","Day14_black"
"1354","GO:0048694",0.0115076816636202,0.999530253957206,2,7,"positive regulation of collateral sprouting of injured axon","BP","Day14_black"
"1355","GO:1900149",0.0115076816636202,0.999530253957206,2,7,"positive regulation of Schwann cell migration","BP","Day14_black"
"1356","GO:1904109",0.0115076816636202,0.999530253957206,2,7,"positive regulation of cholesterol import","BP","Day14_black"
"1357","GO:0000244",0.0116395191421739,0.999522019391062,2,7,"spliceosomal tri-snRNP complex assembly","BP","Day14_black"
"1358","GO:0019674",0.0118974307609465,0.999531340676759,2,6,"NAD metabolic process","BP","Day14_black"
"1359","GO:0051481",0.0126353194709635,0.999422052450747,2,9,"negative regulation of cytosolic calcium ion concentration","BP","Day14_black"
"1360","GO:2000587",0.0126439578400566,0.999437131310434,2,8,"negative regulation of platelet-derived growth factor receptor-beta signaling pathway","BP","Day14_black"
"1361","GO:2001234",0.0127914891187899,0.999411119034945,2,9,"negative regulation of apoptotic signaling pathway","BP","Day14_black"
"1362","GO:0016574",0.0127926213852239,0.999476423746944,2,6,"histone ubiquitination","BP","Day14_black"
"1363","GO:0032370",0.0128951224373305,0.999419977486476,2,8,"positive regulation of lipid transport","BP","Day14_black"
"1364","GO:0010717",0.0136705901985981,0.999348247219155,2,9,"regulation of epithelial to mesenchymal transition","BP","Day14_black"
"1365","GO:0006997",0.0138879359218349,0.999350423576641,2,8,"nucleus organization","BP","Day14_black"
"1366","GO:0006739",0.0140142050679317,0.999245693802031,2,20,"NADP metabolic process","BP","Day14_black"
"1367","GO:0002265",0.0160069448705953,0.999192954851624,2,8,"astrocyte activation involved in immune response","BP","Day14_black"
"1368","GO:0042157",0.0161434992796311,0.99918239889989,2,8,"lipoprotein metabolic process","BP","Day14_black"
"1369","GO:0070584",0.0176722202608848,0.998997926354787,2,11,"mitochondrion morphogenesis","BP","Day14_black"
"1370","GO:0008585",0.0205514695390495,0.99873740295521,2,11,"female gonad development","BP","Day14_black"
"1371","GO:0044344",0.0207669925832846,0.99866171843894,2,15,"cellular response to fibroblast growth factor stimulus","BP","Day14_black"
"1372","GO:0150093",0.020851006541828,0.998730354864242,2,10,"amyloid-beta clearance by transcytosis","BP","Day14_black"
"1373","GO:0006607",0.0224097130981069,0.998611209992163,2,9,"NLS-bearing protein import into nucleus","BP","Day14_black"
"1374","GO:0035262",0.0230026290172613,0.998523919897544,2,10,"gonad morphogenesis","BP","Day14_black"
"1375","GO:0061642",0.023585100296962,0.998466149766528,2,10,"chemoattraction of axon","BP","Day14_black"
"1376","GO:0044242",0.0243444178959186,0.998362807727879,2,11,"cellular lipid catabolic process","BP","Day14_black"
"1377","GO:0042771",0.0257135313257475,0.998195179621906,2,12,"intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","BP","Day14_black"
"1378","GO:0000712",0.0258290947953872,0.998206935476529,2,11,"resolution of meiotic recombination intermediates","BP","Day14_black"
"1379","GO:0042407",0.0267978695761897,0.998133545797069,2,10,"cristae formation","BP","Day14_black"
"1380","GO:0014912",0.0281659833999486,0.997923872842574,2,12,"negative regulation of smooth muscle cell migration","BP","Day14_black"
"1381","GO:0015701",0.0291103108261855,0.997844826136721,2,11,"bicarbonate transport","BP","Day14_black"
"1382","GO:0006352",0.0293906470520445,0.997758644341766,2,13,"DNA-templated transcription, initiation","BP","Day14_black"
"1383","GO:0006402",0.0319226545972788,0.99741014952056,2,15,"mRNA catabolic process","BP","Day14_black"
"1384","GO:0055089",0.0334702176164807,0.99732768289975,2,11,"fatty acid homeostasis","BP","Day14_black"
"1385","GO:0033523",0.0338357237682004,0.99716717672914,2,15,"histone H2B ubiquitination","BP","Day14_black"
"1386","GO:1905167",0.0350081500061884,0.997097528019993,2,12,"positive regulation of lysosomal protein catabolic process","BP","Day14_black"
"1387","GO:0060412",0.0352401061468427,0.996928761417033,2,18,"ventricular septum morphogenesis","BP","Day14_black"
"1388","GO:0006913",0.0358697615740536,0.996924779417808,2,14,"nucleocytoplasmic transport","BP","Day14_black"
"1389","GO:0010390",0.0363547049461546,0.996835415698236,2,15,"histone monoubiquitination","BP","Day14_black"
"1390","GO:0010498",0.0390425223884459,0.996402696186965,2,18,"proteasomal protein catabolic process","BP","Day14_black"
"1391","GO:0045056",0.0405392538031324,0.996255452727389,2,15,"transcytosis","BP","Day14_black"
"1392","GO:0009968",0.0407623592834635,0.99622354300489,2,15,"negative regulation of signal transduction","BP","Day14_black"
"1393","GO:0071773",0.0422169756139426,0.995985878336975,2,16,"cellular response to BMP stimulus","BP","Day14_black"
"1394","GO:0030163",0.0430307992544864,0.995680632336509,2,29,"protein catabolic process","BP","Day14_black"
"1395","GO:1904754",0.0448192869627914,0.995626293466851,2,15,"positive regulation of vascular associated smooth muscle cell migration","BP","Day14_black"
"1396","GO:0017157",0.0459766534111734,0.995419155981546,2,16,"regulation of exocytosis","BP","Day14_black"
"1397","GO:0001835",0.0463377609866366,0.995394590095234,2,15,"blastocyst hatching","BP","Day14_black"
"1398","GO:0032968",0.047045401747509,0.995253099439162,2,16,"positive regulation of transcription elongation from RNA polymerase II promoter","BP","Day14_black"
"1399","GO:0031509",0.00326685784956794,1,1,1,"subtelomeric heterochromatin assembly","BP","Day14_black"
"1400","GO:0090230",0.00326685784956794,1,1,1,"regulation of centromere complex assembly","BP","Day14_black"
"1401","GO:1902340",0.00326685784956794,1,1,1,"negative regulation of chromosome condensation","BP","Day14_black"
"1402","GO:0042357",0.00682106407339402,1,1,1,"thiamine diphosphate metabolic process","BP","Day14_black"
"1403","GO:0009809",0.00827107170180249,1,1,1,"lignin biosynthetic process","BP","Day14_black"
"1404","GO:0007110",0.0110548393703833,1,1,1,"meiosis I cytokinesis","BP","Day14_black"
"1405","GO:0050777",0.0110548393703833,1,1,1,"negative regulation of immune response","BP","Day14_black"
"1406","GO:2000433",0.0110548393703833,1,1,1,"positive regulation of cytokinesis, actomyosin contractile ring assembly","BP","Day14_black"
"1407","GO:0140290",0.0111167706910521,1,1,1,"peptidyl-serine ADP-deribosylation","BP","Day14_black"
"1408","GO:0002939",0.0133854870468393,1,1,1,"tRNA N1-guanine methylation","BP","Day14_black"
"1409","GO:0070901",0.0133854870468393,1,1,1,"mitochondrial tRNA methylation","BP","Day14_black"
"1410","GO:0036151",0.0140910354870617,1,1,1,"phosphatidylcholine acyl-chain remodeling","BP","Day14_black"
"1411","GO:0036152",0.0140910354870617,1,1,1,"phosphatidylethanolamine acyl-chain remodeling","BP","Day14_black"
"1412","GO:0043303",0.0140910354870617,1,1,1,"mast cell degranulation","BP","Day14_black"
"1413","GO:0019242",0.0150320871628612,1,1,1,"methylglyoxal biosynthetic process","BP","Day14_black"
"1414","GO:0046166",0.0150320871628612,1,1,1,"glyceraldehyde-3-phosphate biosynthetic process","BP","Day14_black"
"1415","GO:0014824",0.0150692136602806,0.9999429363223,1,2,"artery smooth muscle contraction","BP","Day14_black"
"1416","GO:1904579",0.0165050528778038,0.999931493984052,1,2,"cellular response to thapsigargin","BP","Day14_black"
"1417","GO:0090435",0.0178327013977569,0.999919975694133,1,2,"protein localization to nuclear envelope","BP","Day14_black"
"1418","GO:0061246",0.0178592243030112,0.99991973639238,1,2,"establishment or maintenance of bipolar cell polarity regulating cell shape","BP","Day14_black"
"1419","GO:1904758",0.0178592243030112,0.99991973639238,1,2,"protein localization to new growing cell tip","BP","Day14_black"
"1420","GO:1990896",0.0178592243030112,0.99991973639238,1,2,"protein localization to cell cortex of cell tip","BP","Day14_black"
"1421","GO:2000771",0.0178592243030112,0.99991973639238,1,2,"positive regulation of establishment or maintenance of cell polarity regulating cell shape","BP","Day14_black"
"1422","GO:0071399",0.018101199938179,0.999917536528,1,2,"cellular response to linoleic acid","BP","Day14_black"
"1423","GO:0042776",0.0219008249851448,0.999879049538243,1,2,"mitochondrial ATP synthesis coupled proton transport","BP","Day14_black"
"1424","GO:0003177",0.0220293829514881,0.999877617393101,1,2,"pulmonary valve development","BP","Day14_black"
"1425","GO:0045906",0.0220293829514881,0.999877617393101,1,2,"negative regulation of vasoconstriction","BP","Day14_black"
"1426","GO:0060350",0.0220293829514881,0.999877617393101,1,2,"endochondral bone morphogenesis","BP","Day14_black"
"1427","GO:1902731",0.0220293829514881,0.999877617393101,1,2,"negative regulation of chondrocyte proliferation","BP","Day14_black"
"1428","GO:1905314",0.0220293829514881,0.999877617393101,1,2,"semi-lunar valve development","BP","Day14_black"
"1429","GO:0014916",0.0244742937123015,0.999798619834367,1,3,"regulation of lung blood pressure","BP","Day14_black"
"1430","GO:0007349",0.0266044352895337,1,1,1,"cellularization","BP","Day14_black"
"1431","GO:0007482",0.0266044352895337,1,1,1,"haltere development","BP","Day14_black"
"1432","GO:0009301",0.0267034325351225,1,1,1,"snRNA transcription","BP","Day14_black"
"1433","GO:0036148",0.028213061744106,0.999798633415758,1,2,"phosphatidylglycerol acyl-chain remodeling","BP","Day14_black"
"1434","GO:0003176",0.0282346977132831,0.999731524666122,1,3,"aortic valve development","BP","Day14_black"
"1435","GO:0001776",0.0286847585004403,1,1,1,"leukocyte homeostasis","BP","Day14_black"
"1436","GO:0002317",0.0286847585004403,1,1,1,"plasma cell differentiation","BP","Day14_black"
"1437","GO:0048541",0.0286847585004403,1,1,1,"Peyer's patch development","BP","Day14_black"
"1438","GO:0048621",0.0286847585004403,1,1,1,"post-embryonic digestive tract morphogenesis","BP","Day14_black"
"1439","GO:0051452",0.0287916526334108,1,1,1,"intracellular pH reduction","BP","Day14_black"
"1440","GO:0040003",0.0288566880013363,0.999719486373947,1,3,"chitin-based cuticle development","BP","Day14_black"
"1441","GO:0035606",0.0296804009321769,1,1,1,"peptidyl-cysteine S-trans-nitrosylation","BP","Day14_black"
"1442","GO:0050930",0.0302472647799485,1,1,1,"induction of positive chemotaxis","BP","Day14_black"
"1443","GO:0006178",0.0304432084284056,1,1,1,"guanine salvage","BP","Day14_black"
"1444","GO:0032263",0.0304432084284056,1,1,1,"GMP salvage","BP","Day14_black"
"1445","GO:0046100",0.0304432084284056,1,1,1,"hypoxanthine metabolic process","BP","Day14_black"
"1446","GO:0046884",0.0304652920016034,1,1,1,"follicle-stimulating hormone secretion","BP","Day14_black"
"1447","GO:1901738",0.0305600824331207,1,1,1,"regulation of vitamin A metabolic process","BP","Day14_black"
"1448","GO:1902224",0.0305600824331207,1,1,1,"ketone body metabolic process","BP","Day14_black"
"1449","GO:1903998",0.0305600824331207,1,1,1,"regulation of eating behavior","BP","Day14_black"
"1450","GO:1904729",0.0305600824331207,1,1,1,"regulation of intestinal lipid absorption","BP","Day14_black"
"1451","GO:1901006",0.0306795551935889,1,1,1,"ubiquinone-6 biosynthetic process","BP","Day14_black"
"1452","GO:0014043",0.0307166853180102,1,1,1,"negative regulation of neuron maturation","BP","Day14_black"
"1453","GO:0032071",0.0307507402807649,1,1,1,"regulation of endodeoxyribonuclease activity","BP","Day14_black"
"1454","GO:0033210",0.0307507402807649,1,1,1,"leptin-mediated signaling pathway","BP","Day14_black"
"1455","GO:0034391",0.0307507402807649,1,1,1,"regulation of smooth muscle cell apoptotic process","BP","Day14_black"
"1456","GO:0035358",0.0307507402807649,1,1,1,"regulation of peroxisome proliferator activated receptor signaling pathway","BP","Day14_black"
"1457","GO:0042595",0.0307507402807649,1,1,1,"behavioral response to starvation","BP","Day14_black"
"1458","GO:0051097",0.0307507402807649,1,1,1,"negative regulation of helicase activity","BP","Day14_black"
"1459","GO:0051152",0.0307507402807649,1,1,1,"positive regulation of smooth muscle cell differentiation","BP","Day14_black"
"1460","GO:0071441",0.0307507402807649,1,1,1,"negative regulation of histone H3-K14 acetylation","BP","Day14_black"
"1461","GO:0090400",0.0307507402807649,1,1,1,"stress-induced premature senescence","BP","Day14_black"
"1462","GO:1900113",0.0307507402807649,1,1,1,"negative regulation of histone H3-K9 trimethylation","BP","Day14_black"
"1463","GO:1901984",0.0307507402807649,1,1,1,"negative regulation of protein acetylation","BP","Day14_black"
"1464","GO:2000111",0.0307507402807649,1,1,1,"positive regulation of macrophage apoptotic process","BP","Day14_black"
"1465","GO:2000655",0.0307507402807649,1,1,1,"negative regulation of cellular response to testosterone stimulus","BP","Day14_black"
"1466","GO:0072356",0.0307530167665157,1,1,1,"chromosome passenger complex localization to kinetochore","BP","Day14_black"
"1467","GO:0042478",0.030754164043497,1,1,1,"regulation of eye photoreceptor cell development","BP","Day14_black"
"1468","GO:0048017",0.0307553697980608,1,1,1,"inositol lipid-mediated signaling","BP","Day14_black"
