hgnc_symbol,hgnc_id,go_name,go_id,go_domain,ncon_gene,ncon_go,global_padj,gene_padj,pval,sim,sem_sim,cilow_global_padj,ciupp_global_padj,cilow_gene_padj,ciupp_gene_padj,cilow_pval,ciupp_pval
MYO6,7605,cytoplasm,GO:0005737,cellular component,30,20,1.810e-01,2.059e-01,8.706e-02,6.137e-01,2.002e-02,1.628e-01,2.014e-01,1.454e-01,2.915e-01,6.473e-02,1.171e-01
MYO6,7605,inner ear morphogenesis,GO:0042472,biological process,30,3,1.900e-01,2.091e-01,9.883e-02,5.931e-01,2.512e-02,1.687e-01,2.141e-01,1.460e-01,2.996e-01,6.820e-02,1.432e-01
MYO6,7605,inner ear auditory receptor cell differentiation,GO:0042491,biological process,30,3,1.947e-01,2.143e-01,1.128e-01,5.716e-01,1.819e-02,1.718e-01,2.207e-01,1.535e-01,2.992e-01,8.683e-02,1.466e-01
MYO6,7605,vesicle transport along actin filament,GO:0030050,biological process,30,5,1.955e-01,2.210e-01,9.243e-02,5.987e-01,6.178e-02,1.468e-01,2.603e-01,1.485e-01,3.290e-01,3.659e-02,2.335e-01
MYO6,7605,nuclear membrane,GO:0031965,cellular component,30,6,2.016e-01,2.208e-01,1.200e-01,5.602e-01,2.872e-02,1.644e-01,2.474e-01,1.492e-01,3.269e-01,8.014e-02,1.797e-01
MYO6,7605,ruffle,GO:0001726,cellular component,30,2,2.021e-01,2.224e-01,1.192e-01,5.615e-01,2.761e-02,1.661e-01,2.457e-01,1.513e-01,3.268e-01,8.117e-02,1.751e-01
MYO6,7605,vesicle,GO:0031982,cellular component,30,5,2.136e-01,2.222e-01,1.260e-01,5.502e-01,4.228e-02,1.660e-01,2.751e-01,1.486e-01,3.322e-01,6.954e-02,2.282e-01
MYO6,7605,filamentous actin,GO:0031941,cellular component,30,2,2.166e-01,2.313e-01,1.398e-01,5.351e-01,1.467e-02,1.987e-01,2.361e-01,1.824e-01,2.932e-01,1.141e-01,1.713e-01
MYO6,7605,nucleoplasm,GO:0005654,cellular component,30,10,2.205e-01,2.264e-01,1.437e-01,5.280e-01,3.592e-02,1.680e-01,2.895e-01,1.488e-01,3.445e-01,8.937e-02,2.310e-01
MYO6,7605,membrane,GO:0016020,cellular component,30,33,2.408e-01,2.398e-01,1.608e-01,5.032e-01,5.810e-02,1.581e-01,3.666e-01,1.574e-01,3.655e-01,7.563e-02,3.419e-01
MYO6,7605,regulation of secretion,GO:0051046,biological process,30,16,2.490e-01,2.456e-01,1.817e-01,4.850e-01,3.634e-02,1.875e-01,3.305e-01,1.650e-01,3.654e-01,1.149e-01,2.874e-01
MYO6,7605,positive regulation of transcription by RNA polymerase II,GO:0045944,biological process,30,37,2.616e-01,2.613e-01,1.982e-01,4.699e-01,2.821e-02,2.091e-01,3.272e-01,1.890e-01,3.614e-01,1.380e-01,2.846e-01
MYO6,7605,plasma membrane,GO:0005886,cellular component,30,16,2.692e-01,2.565e-01,2.032e-01,4.631e-01,3.927e-02,1.988e-01,3.645e-01,1.796e-01,3.663e-01,1.262e-01,3.272e-01
MYO6,7605,perinuclear region of cytoplasm,GO:0048471,cellular component,30,5,2.747e-01,2.636e-01,2.142e-01,4.539e-01,3.247e-02,2.115e-01,3.568e-01,1.923e-01,3.613e-01,1.465e-01,3.132e-01
MYO6,7605,extracellular exosome,GO:0070062,cellular component,30,26,2.794e-01,2.632e-01,2.158e-01,4.511e-01,4.068e-02,2.047e-01,3.814e-01,1.847e-01,3.751e-01,1.323e-01,3.519e-01
MYO6,7605,actin filament binding,GO:0051015,molecular function,30,5,2.862e-01,2.871e-01,2.299e-01,4.425e-01,7.729e-03,2.724e-01,3.008e-01,2.491e-01,3.310e-01,2.098e-01,2.519e-01
MYO6,7605,nucleus,GO:0005634,cellular component,30,26,2.870e-01,2.773e-01,2.110e-01,4.483e-01,6.746e-02,1.763e-01,4.671e-01,1.786e-01,4.306e-01,9.020e-02,4.937e-01
MYO6,7605,actin filament organization,GO:0007015,biological process,30,16,3.276e-01,3.050e-01,2.773e-01,3.996e-01,3.803e-02,2.419e-01,4.437e-01,2.186e-01,4.253e-01,1.842e-01,4.174e-01
MYO6,7605,"RNA polymerase II, holoenzyme",GO:0016591,cellular component,30,2,3.333e-01,3.105e-01,2.865e-01,3.954e-01,1.363e-02,2.981e-01,3.726e-01,2.587e-01,3.725e-01,2.465e-01,3.331e-01
MYO6,7605,protein binding,GO:0005515,molecular function,30,161,3.801e-01,3.432e-01,3.393e-01,3.558e-01,2.534e-02,3.114e-01,4.639e-01,2.704e-01,4.356e-01,2.639e-01,4.364e-01
TAF13,11546,transcription factor TFIID complex,GO:0005669,cellular component,8,4,1.588e-01,1.093e-02,2.049e-03,9.627e-01,5.785e-03,1.483e-01,1.701e-01,6.809e-03,1.753e-02,9.282e-04,4.522e-03
TAF13,11546,protein C-terminus binding,GO:0008022,molecular function,8,3,1.588e-01,1.600e-02,5.989e-03,9.358e-01,5.198e-03,1.483e-01,1.701e-01,1.463e-02,1.749e-02,4.249e-03,8.443e-03
TAF13,11546,transcription by RNA polymerase II,GO:0006366,biological process,8,9,1.588e-01,1.620e-02,6.071e-03,9.283e-01,1.421e-02,1.483e-01,1.701e-01,1.348e-02,1.947e-02,2.215e-03,1.664e-02
TAF13,11546,TBP-class protein binding,GO:0017025,molecular function,8,2,1.588e-01,1.637e-02,7.132e-03,9.266e-01,9.380e-03,1.483e-01,1.701e-01,1.438e-02,1.864e-02,4.121e-03,1.234e-02
TAF13,11546,nucleoplasm,GO:0005654,cellular component,8,10,1.588e-01,3.346e-02,2.390e-02,8.107e-01,1.726e-02,1.483e-01,1.701e-01,2.584e-02,4.332e-02,1.846e-02,3.094e-02
TAF13,11546,nucleolus,GO:0005730,cellular component,8,5,1.612e-01,6.446e-02,5.817e-02,6.763e-01,2.087e-02,1.492e-01,1.742e-01,4.632e-02,8.972e-02,4.159e-02,8.136e-02
TAF13,11546,protein binding,GO:0005515,molecular function,8,161,1.711e-01,7.235e-02,6.873e-02,6.504e-01,2.290e-02,1.554e-01,1.884e-01,5.538e-02,9.451e-02,4.780e-02,9.881e-02
FCN2,3624,proteoglycan binding,GO:0043394,molecular function,16,6,1.588e-01,1.684e-02,1.470e-03,9.584e-01,1.649e-02,1.483e-01,1.701e-01,4.538e-03,6.252e-02,2.202e-04,9.810e-03
FCN2,3624,calcium-dependent protein binding,GO:0048306,molecular function,16,3,1.588e-01,2.706e-02,3.451e-03,9.477e-01,1.095e-02,1.483e-01,1.701e-01,8.479e-03,8.638e-02,1.057e-03,1.126e-02
FCN2,3624,signaling receptor binding,GO:0005102,molecular function,16,58,1.588e-01,5.893e-02,1.648e-02,8.638e-01,1.611e-02,1.483e-01,1.701e-01,5.042e-02,6.889e-02,1.245e-02,2.183e-02
FCN2,3624,opsonization,GO:0008228,biological process,16,2,1.588e-01,5.893e-02,1.976e-02,8.410e-01,7.959e-03,1.483e-01,1.701e-01,5.042e-02,6.889e-02,1.740e-02,2.243e-02
FCN2,3624,"complement activation, lectin pathway",GO:0001867,biological process,16,3,1.588e-01,5.893e-02,2.810e-02,7.851e-01,1.630e-02,1.483e-01,1.701e-01,5.042e-02,6.889e-02,2.178e-02,3.627e-02
FCN2,3624,carbohydrate derivative binding,GO:0097367,molecular function,16,30,1.588e-01,5.893e-02,3.004e-02,7.746e-01,8.407e-03,1.483e-01,1.701e-01,5.042e-02,6.889e-02,2.634e-02,3.425e-02
FCN2,3624,defense response to Gram-negative bacterium,GO:0050829,biological process,16,2,1.588e-01,5.893e-02,3.260e-02,7.620e-01,8.209e-03,1.483e-01,1.701e-01,5.042e-02,6.889e-02,2.859e-02,3.717e-02
FCN2,3624,defense response to Gram-positive bacterium,GO:0050830,biological process,16,2,1.588e-01,5.893e-02,3.387e-02,7.563e-01,4.620e-03,1.483e-01,1.701e-01,5.042e-02,6.889e-02,3.146e-02,3.645e-02
FCN2,3624,collagen-containing extracellular matrix,GO:0062023,cellular component,16,16,1.588e-01,6.020e-02,3.679e-02,7.446e-01,1.802e-02,1.483e-01,1.701e-01,4.947e-02,7.326e-02,2.762e-02,4.899e-02
FCN2,3624,mannan binding,GO:2001065,molecular function,16,2,1.588e-01,6.020e-02,4.032e-02,7.304e-01,8.362e-03,1.483e-01,1.701e-01,4.947e-02,7.326e-02,3.517e-02,4.623e-02
FCN2,3624,recognition of apoptotic cell,GO:0043654,biological process,16,2,1.592e-01,6.053e-02,4.529e-02,7.138e-01,1.795e-02,1.479e-01,1.713e-01,4.923e-02,7.444e-02,3.361e-02,6.103e-02
FCN2,3624,antigen binding,GO:0003823,molecular function,16,5,1.596e-01,6.411e-02,4.439e-02,7.169e-01,2.267e-02,1.486e-01,1.714e-01,5.497e-02,7.477e-02,3.062e-02,6.436e-02
FCN2,3624,extracellular exosome,GO:0070062,cellular component,16,26,1.665e-01,7.019e-02,6.112e-02,6.691e-01,1.787e-02,1.547e-01,1.793e-01,6.042e-02,8.156e-02,4.617e-02,8.092e-02
FCN2,3624,protein binding,GO:0005515,molecular function,16,161,1.676e-01,7.061e-02,6.089e-02,6.706e-01,6.963e-03,1.576e-01,1.781e-01,6.588e-02,7.568e-02,5.469e-02,6.781e-02
FCN2,3624,extracellular space,GO:0005615,cellular component,16,21,1.689e-01,7.263e-02,6.892e-02,6.512e-01,1.021e-02,1.578e-01,1.808e-01,6.467e-02,8.158e-02,5.894e-02,8.058e-02
FCN2,3624,blood microparticle,GO:0072562,cellular component,16,4,1.748e-01,7.730e-02,7.394e-02,6.401e-01,4.302e-03,1.661e-01,1.840e-01,7.487e-02,7.981e-02,6.927e-02,7.892e-02
PTPRG,9671,identical protein binding,GO:0042802,molecular function,6,11,1.588e-01,9.433e-02,2.606e-02,7.975e-01,2.595e-02,1.483e-01,1.701e-01,7.230e-02,1.231e-01,1.751e-02,3.876e-02
PTPRG,9671,negative regulation of epithelial cell migration,GO:0010633,biological process,6,7,1.588e-01,9.433e-02,2.599e-02,7.948e-01,3.784e-02,1.483e-01,1.701e-01,7.230e-02,1.231e-01,1.394e-02,4.844e-02
PTPRG,9671,protein dephosphorylation,GO:0006470,biological process,6,12,1.662e-01,9.839e-02,6.034e-02,6.710e-01,1.550e-02,1.553e-01,1.778e-01,7.967e-02,1.215e-01,4.703e-02,7.741e-02
PTPRG,9671,protein tyrosine phosphatase activity,GO:0004725,molecular function,6,9,1.704e-01,9.839e-02,6.629e-02,6.567e-01,1.469e-02,1.554e-01,1.869e-01,7.967e-02,1.215e-01,5.260e-02,8.355e-02
PTPRG,9671,extracellular exosome,GO:0070062,cellular component,6,26,1.898e-01,1.118e-01,1.052e-01,5.835e-01,7.849e-03,1.801e-01,2.001e-01,1.081e-01,1.157e-01,9.391e-02,1.179e-01
PTPRG,9671,protein binding,GO:0005515,molecular function,6,161,1.917e-01,1.168e-01,1.051e-01,5.836e-01,1.536e-02,1.762e-01,2.085e-01,1.037e-01,1.316e-01,8.424e-02,1.311e-01
CD109,21685,plasma membrane,GO:0005886,cellular component,6,16,4.492e-01,7.124e-01,4.165e-01,3.054e-01,2.399e-02,3.716e-01,5.430e-01,5.979e-01,8.487e-01,3.321e-01,5.223e-01
CD109,21685,cell surface,GO:0009986,cellular component,6,6,5.042e-01,7.124e-01,4.801e-01,2.667e-01,2.582e-02,4.139e-01,6.144e-01,5.979e-01,8.487e-01,3.828e-01,6.022e-01
CD109,21685,cytosol,GO:0005829,cellular component,6,11,5.361e-01,7.230e-01,5.158e-01,2.418e-01,4.261e-02,3.990e-01,7.204e-01,5.967e-01,8.760e-01,3.717e-01,7.157e-01
CD109,21685,negative regulation of wound healing,GO:0061045,biological process,6,9,5.523e-01,7.124e-01,5.352e-01,2.366e-01,1.417e-02,4.997e-01,6.103e-01,5.979e-01,8.487e-01,4.793e-01,5.977e-01
CD109,21685,negative regulation of transforming growth factor beta receptor signaling pathway,GO:0030512,biological process,6,5,5.538e-01,7.124e-01,5.332e-01,2.300e-01,4.726e-02,4.039e-01,7.593e-01,5.979e-01,8.487e-01,3.758e-01,7.565e-01
CD109,21685,transforming growth factor beta binding,GO:0050431,molecular function,6,3,7.657e-01,7.635e-01,7.635e-01,1.068e-01,1.658e-02,7.013e-01,8.361e-01,6.993e-01,8.337e-01,6.993e-01,8.337e-01
POSTN,16953,cell adhesion molecule binding,GO:0050839,molecular function,10,5,1.588e-01,2.682e-02,3.012e-03,9.433e-01,2.137e-02,1.483e-01,1.701e-01,7.033e-03,1.023e-01,6.399e-04,1.418e-02
POSTN,16953,metal ion binding,GO:0046872,molecular function,10,8,1.588e-01,7.749e-02,2.059e-02,8.339e-01,2.020e-02,1.483e-01,1.701e-01,5.813e-02,1.033e-01,1.514e-02,2.799e-02
POSTN,16953,collagen-containing extracellular matrix,GO:0062023,cellular component,10,16,1.594e-01,8.355e-02,3.105e-02,7.714e-01,4.926e-02,1.478e-01,1.719e-01,5.613e-02,1.244e-01,1.421e-02,6.784e-02
POSTN,16953,cell adhesion,GO:0007155,biological process,10,12,1.606e-01,9.357e-02,3.766e-02,7.405e-01,1.344e-02,1.513e-01,1.704e-01,7.593e-02,1.153e-01,3.024e-02,4.691e-02
POSTN,16953,extracellular space,GO:0005615,cellular component,10,21,1.651e-01,1.063e-01,5.808e-02,6.769e-01,1.306e-02,1.552e-01,1.756e-01,9.130e-02,1.238e-01,4.705e-02,7.170e-02
POSTN,16953,protein binding,GO:0005515,molecular function,10,161,1.736e-01,1.072e-01,7.824e-02,6.311e-01,1.487e-02,1.579e-01,1.909e-01,9.108e-02,1.263e-01,6.239e-02,9.812e-02
POSTN,16953,extracellular matrix,GO:0031012,cellular component,10,14,1.787e-01,1.081e-01,6.108e-02,6.660e-01,5.384e-02,1.493e-01,2.139e-01,7.915e-02,1.478e-01,2.655e-02,1.405e-01
POSTN,16953,trans-Golgi network,GO:0005802,cellular component,10,3,1.804e-01,1.104e-01,8.694e-02,6.143e-01,1.436e-02,1.694e-01,1.920e-01,9.891e-02,1.231e-01,7.016e-02,1.077e-01
POSTN,16953,extracellular matrix organization,GO:0030198,biological process,10,12,1.870e-01,1.183e-01,1.002e-01,5.917e-01,4.493e-03,1.775e-01,1.971e-01,1.036e-01,1.350e-01,9.379e-02,1.070e-01
POSTN,16953,cellular response to vitamin K,GO:0071307,biological process,10,3,2.482e-01,1.804e-01,1.804e-01,4.883e-01,2.224e-02,2.104e-01,2.928e-01,1.363e-01,2.387e-01,1.363e-01,2.387e-01
A2ML1,23336,peptidase inhibitor activity,GO:0030414,molecular function,6,5,1.588e-01,8.388e-02,2.618e-02,7.964e-01,1.996e-02,1.483e-01,1.701e-01,6.569e-02,1.071e-01,1.923e-02,3.566e-02
A2ML1,23336,endopeptidase inhibitor activity,GO:0004866,molecular function,6,7,1.588e-01,8.388e-02,2.741e-02,7.888e-01,1.317e-02,1.483e-01,1.701e-01,6.569e-02,1.071e-01,2.232e-02,3.366e-02
A2ML1,23336,extracellular exosome,GO:0070062,cellular component,6,26,1.898e-01,1.610e-01,9.977e-02,5.917e-01,2.020e-02,1.734e-01,2.079e-01,1.281e-01,2.023e-01,7.440e-02,1.338e-01
A2ML1,23336,extracellular space,GO:0005615,cellular component,6,21,2.102e-01,1.652e-01,1.352e-01,5.411e-01,1.185e-02,1.959e-01,2.256e-01,1.353e-01,2.017e-01,1.150e-01,1.589e-01
A2ML1,23336,regulation of endopeptidase activity,GO:0052548,biological process,6,9,2.399e-01,1.969e-01,1.668e-01,5.009e-01,3.678e-02,1.873e-01,3.072e-01,1.455e-01,2.665e-01,1.032e-01,2.695e-01
A2ML1,23336,protease binding,GO:0002020,molecular function,6,4,2.438e-01,1.806e-01,1.434e-01,5.203e-01,7.383e-02,1.553e-01,3.826e-01,9.766e-02,3.340e-01,5.394e-02,3.810e-01
GRHPR,4570,glyoxylate reductase (NADP+) activity,GO:0030267,molecular function,14,2,1.588e-01,6.714e-02,1.475e-02,8.684e-01,2.332e-02,1.483e-01,1.701e-01,4.734e-02,9.522e-02,8.321e-03,2.617e-02
GRHPR,4570,excretion,GO:0007588,biological process,14,8,1.588e-01,6.714e-02,2.892e-02,7.826e-01,4.054e-02,1.482e-01,1.702e-01,4.734e-02,9.522e-02,1.521e-02,5.497e-02
GRHPR,4570,hydroxypyruvate reductase activity,GO:0016618,molecular function,14,2,1.592e-01,6.714e-02,3.303e-02,7.620e-01,3.651e-02,1.489e-01,1.702e-01,4.734e-02,9.522e-02,1.874e-02,5.820e-02
GRHPR,4570,glycerate dehydrogenase activity,GO:0008465,molecular function,14,2,1.592e-01,6.714e-02,3.312e-02,7.617e-01,3.567e-02,1.489e-01,1.702e-01,4.734e-02,9.522e-02,1.905e-02,5.758e-02
GRHPR,4570,NADPH binding,GO:0070402,molecular function,14,3,1.592e-01,6.714e-02,3.388e-02,7.580e-01,3.251e-02,1.489e-01,1.702e-01,4.734e-02,9.522e-02,2.048e-02,5.607e-02
GRHPR,4570,protein homodimerization activity,GO:0042803,molecular function,14,5,1.592e-01,6.714e-02,3.938e-02,7.341e-01,1.639e-02,1.489e-01,1.702e-01,4.734e-02,9.522e-02,3.019e-02,5.136e-02
GRHPR,4570,glyoxylate metabolic process,GO:0046487,biological process,14,5,1.594e-01,6.827e-02,4.038e-02,7.308e-01,3.173e-02,1.478e-01,1.719e-01,4.704e-02,9.907e-02,2.426e-02,6.722e-02
GRHPR,4570,cytosol,GO:0005829,cellular component,14,11,1.967e-01,1.346e-01,1.061e-01,5.807e-01,3.146e-02,1.691e-01,2.289e-01,7.962e-02,2.274e-01,6.787e-02,1.658e-01
GRHPR,4570,cytoplasm,GO:0005737,cellular component,14,20,2.014e-01,1.289e-01,8.922e-02,6.043e-01,6.084e-02,1.509e-01,2.687e-01,6.472e-02,2.565e-01,3.715e-02,2.143e-01
GRHPR,4570,extracellular exosome,GO:0070062,cellular component,14,26,2.270e-01,1.525e-01,1.431e-01,5.259e-01,5.059e-02,1.604e-01,3.214e-01,8.451e-02,2.753e-01,7.453e-02,2.749e-01
GRHPR,4570,catalytic complex,GO:1902494,cellular component,14,63,3.196e-01,2.749e-01,2.663e-01,4.087e-01,3.628e-02,2.424e-01,4.215e-01,1.871e-01,4.038e-01,1.794e-01,3.952e-01
ACE,2707,endosome,GO:0005768,cellular component,25,10,1.588e-01,1.661e-01,1.740e-02,8.594e-01,9.888e-03,1.483e-01,1.701e-01,1.419e-01,1.946e-01,1.473e-02,2.054e-02
ACE,2707,peptidyl-dipeptidase activity,GO:0008241,molecular function,25,2,1.588e-01,1.661e-01,1.838e-02,8.503e-01,1.620e-02,1.483e-01,1.701e-01,1.419e-01,1.946e-01,1.429e-02,2.364e-02
ACE,2707,lysosome,GO:0005764,cellular component,25,12,1.592e-01,1.661e-01,3.397e-02,7.564e-01,1.535e-02,1.489e-01,1.702e-01,1.419e-01,1.946e-01,2.662e-02,4.333e-02
ACE,2707,mitogen-activated protein kinase kinase binding,GO:0031434,molecular function,25,2,1.660e-01,1.661e-01,6.219e-02,6.671e-01,4.384e-03,1.577e-01,1.747e-01,1.419e-01,1.946e-01,5.818e-02,6.648e-02
ACE,2707,chloride ion binding,GO:0031404,molecular function,25,2,1.663e-01,1.661e-01,6.132e-02,6.671e-01,4.025e-02,1.523e-01,1.816e-01,1.419e-01,1.946e-01,3.220e-02,1.168e-01
ACE,2707,exopeptidase activity,GO:0008238,molecular function,25,12,1.671e-01,1.661e-01,6.372e-02,6.628e-01,1.950e-02,1.547e-01,1.805e-01,1.419e-01,1.946e-01,4.689e-02,8.659e-02
ACE,2707,zinc ion binding,GO:0008270,molecular function,25,5,1.697e-01,1.661e-01,6.329e-02,6.646e-01,9.833e-03,1.565e-01,1.841e-01,1.419e-01,1.946e-01,5.444e-02,7.357e-02
ACE,2707,endopeptidase activity,GO:0004175,molecular function,25,9,1.702e-01,1.661e-01,6.731e-02,6.536e-01,2.913e-02,1.524e-01,1.900e-01,1.419e-01,1.946e-01,4.303e-02,1.053e-01
ACE,2707,regulation of systemic arterial blood pressure by renin-angiotensin,GO:0003081,biological process,25,6,1.738e-01,1.661e-01,7.914e-02,6.293e-01,1.335e-02,1.685e-01,1.791e-01,1.419e-01,1.946e-01,6.452e-02,9.707e-02
ACE,2707,arachidonic acid secretion,GO:0050482,biological process,25,3,1.748e-01,1.661e-01,6.641e-02,6.547e-01,4.295e-02,1.544e-01,1.979e-01,1.419e-01,1.946e-01,3.358e-02,1.314e-01
ACE,2707,metallopeptidase activity,GO:0008237,molecular function,25,4,1.784e-01,1.709e-01,8.261e-02,6.214e-01,3.244e-02,1.545e-01,2.058e-01,1.385e-01,2.109e-01,5.115e-02,1.334e-01
ACE,2707,mitogen-activated protein kinase binding,GO:0051019,molecular function,25,5,1.852e-01,1.679e-01,9.583e-02,5.989e-01,6.487e-03,1.749e-01,1.961e-01,1.456e-01,1.936e-01,8.706e-02,1.055e-01
ACE,2707,extracellular exosome,GO:0070062,cellular component,25,26,1.882e-01,1.700e-01,9.657e-02,5.965e-01,2.904e-02,1.697e-01,2.087e-01,1.499e-01,1.928e-01,6.261e-02,1.489e-01
ACE,2707,tripeptidyl-peptidase activity,GO:0008240,molecular function,25,2,1.901e-01,1.766e-01,1.000e-01,5.901e-01,3.496e-02,1.546e-01,2.337e-01,1.345e-01,2.317e-01,6.013e-02,1.664e-01
ACE,2707,positive regulation of systemic arterial blood pressure,GO:0003084,biological process,25,9,1.912e-01,1.735e-01,1.067e-01,5.811e-01,1.330e-02,1.732e-01,2.111e-01,1.506e-01,1.998e-01,8.807e-02,1.294e-01
ACE,2707,plasma membrane,GO:0005886,cellular component,25,16,1.937e-01,1.700e-01,1.080e-01,5.790e-01,1.264e-02,1.875e-01,2.000e-01,1.499e-01,1.928e-01,8.992e-02,1.298e-01
ACE,2707,extracellular space,GO:0005615,cellular component,25,21,1.964e-01,1.700e-01,1.111e-01,5.744e-01,1.482e-02,1.860e-01,2.074e-01,1.499e-01,1.928e-01,8.966e-02,1.376e-01
ACE,2707,metallodipeptidase activity,GO:0070573,molecular function,25,3,2.052e-01,1.814e-01,1.189e-01,5.608e-01,3.686e-02,1.627e-01,2.589e-01,1.374e-01,2.396e-01,7.065e-02,2.000e-01
ACE,2707,hormone catabolic process,GO:0042447,biological process,25,16,2.111e-01,1.898e-01,1.248e-01,5.515e-01,4.466e-02,1.600e-01,2.787e-01,1.442e-01,2.498e-01,6.566e-02,2.374e-01
ACE,2707,peptide catabolic process,GO:0043171,biological process,25,17,2.260e-01,1.969e-01,1.501e-01,5.218e-01,2.457e-02,1.891e-01,2.701e-01,1.549e-01,2.502e-01,1.071e-01,2.104e-01
ACE,2707,amyloid-beta metabolic process,GO:0050435,biological process,25,3,2.432e-01,2.073e-01,1.706e-01,4.974e-01,3.284e-02,1.920e-01,3.080e-01,1.516e-01,2.836e-01,1.106e-01,2.632e-01
ACE,2707,external side of plasma membrane,GO:0009897,cellular component,25,4,2.577e-01,2.329e-01,1.934e-01,4.758e-01,1.818e-02,2.272e-01,2.922e-01,1.957e-01,2.770e-01,1.530e-01,2.446e-01
ACE,2707,bradykinin receptor binding,GO:0031711,molecular function,25,4,3.182e-01,2.917e-01,2.684e-01,4.099e-01,1.005e-02,2.957e-01,3.425e-01,2.612e-01,3.259e-01,2.403e-01,2.998e-01
ACE,2707,kidney development,GO:0001822,biological process,25,5,3.764e-01,3.464e-01,3.371e-01,3.587e-01,1.369e-02,3.392e-01,4.177e-01,2.976e-01,4.032e-01,2.934e-01,3.873e-01
ACE,2707,regulation of angiotensin metabolic process,GO:0060177,biological process,25,2,5.121e-01,4.862e-01,4.825e-01,2.597e-01,4.829e-02,3.581e-01,7.322e-01,3.204e-01,7.377e-01,3.132e-01,7.431e-01
MLP,7142,cytoplasm,GO:0005737,cellular component,7,20,2.070e-01,3.881e-01,1.282e-01,5.500e-01,1.764e-02,1.815e-01,2.362e-01,3.053e-01,4.934e-01,1.001e-01,1.641e-01
MLP,7142,actin filament binding,GO:0051015,molecular function,7,5,2.613e-01,3.881e-01,1.966e-01,4.719e-01,2.438e-02,2.197e-01,3.107e-01,3.053e-01,4.934e-01,1.446e-01,2.673e-01
MLP,7142,plasma membrane,GO:0005886,cellular component,7,16,2.712e-01,3.881e-01,2.057e-01,4.610e-01,3.778e-02,2.034e-01,3.615e-01,3.053e-01,4.934e-01,1.272e-01,3.326e-01
MLP,7142,extracellular exosome,GO:0070062,cellular component,7,26,2.755e-01,3.881e-01,2.117e-01,4.558e-01,3.483e-02,2.111e-01,3.596e-01,3.053e-01,4.934e-01,1.367e-01,3.278e-01
MLP,7142,protein binding,GO:0005515,molecular function,7,161,3.494e-01,3.919e-01,3.055e-01,3.812e-01,1.414e-02,3.114e-01,3.921e-01,3.039e-01,5.054e-01,2.625e-01,3.555e-01
MLP,7142,actin filament organization,GO:0007015,biological process,7,16,3.699e-01,3.965e-01,3.273e-01,3.633e-01,3.250e-02,2.845e-01,4.808e-01,3.020e-01,5.205e-01,2.327e-01,4.604e-01
MLP,7142,central nervous system development,GO:0007417,biological process,7,3,5.395e-01,5.177e-01,5.177e-01,2.430e-01,3.481e-02,4.231e-01,6.881e-01,3.856e-01,6.952e-01,3.856e-01,6.952e-01
COCA1,7325,dinucleotide insertion or deletion binding,GO:0032139,molecular function,41,3,1.588e-01,7.131e-02,1.474e-02,8.784e-01,1.014e-02,1.483e-01,1.701e-01,6.169e-02,8.244e-02,1.183e-02,1.837e-02
COCA1,7325,single-stranded DNA binding,GO:0003697,molecular function,41,5,1.588e-01,7.131e-02,1.506e-02,8.761e-01,1.098e-02,1.483e-01,1.701e-01,6.169e-02,8.244e-02,1.210e-02,1.874e-02
COCA1,7325,dinucleotide repeat insertion binding,GO:0032181,molecular function,41,2,1.588e-01,7.131e-02,1.525e-02,8.749e-01,1.074e-02,1.483e-01,1.701e-01,6.169e-02,8.244e-02,1.234e-02,1.885e-02
COCA1,7325,guanine/thymine mispair binding,GO:0032137,molecular function,41,2,1.588e-01,7.131e-02,1.731e-02,8.582e-01,1.536e-02,1.483e-01,1.701e-01,6.169e-02,8.244e-02,1.344e-02,2.230e-02
COCA1,7325,double-stranded DNA binding,GO:0003690,molecular function,41,11,1.588e-01,7.131e-02,1.991e-02,8.398e-01,7.450e-03,1.483e-01,1.701e-01,6.169e-02,8.244e-02,1.770e-02,2.240e-02
COCA1,7325,protein C-terminus binding,GO:0008022,molecular function,41,3,1.588e-01,7.131e-02,2.096e-02,8.311e-01,1.281e-02,1.483e-01,1.701e-01,6.169e-02,8.244e-02,1.722e-02,2.550e-02
COCA1,7325,postreplication repair,GO:0006301,biological process,41,4,1.588e-01,7.131e-02,2.334e-02,8.147e-01,1.194e-02,1.483e-01,1.701e-01,6.169e-02,8.244e-02,1.956e-02,2.786e-02
COCA1,7325,DNA repair,GO:0006281,biological process,41,19,1.588e-01,7.131e-02,2.332e-02,8.144e-01,5.939e-03,1.483e-01,1.701e-01,6.169e-02,8.244e-02,2.142e-02,2.538e-02
COCA1,7325,mismatched DNA binding,GO:0030983,molecular function,41,11,1.588e-01,7.131e-02,2.346e-02,8.135e-01,1.484e-02,1.483e-01,1.701e-01,6.169e-02,8.244e-02,1.882e-02,2.925e-02
COCA1,7325,DNA-dependent ATPase activity,GO:0008094,molecular function,41,7,1.588e-01,7.131e-02,2.439e-02,8.075e-01,9.062e-03,1.483e-01,1.701e-01,6.169e-02,8.244e-02,2.133e-02,2.788e-02
COCA1,7325,mismatch repair complex,GO:0032300,cellular component,41,9,1.588e-01,7.131e-02,2.784e-02,7.864e-01,8.509e-03,1.483e-01,1.701e-01,6.169e-02,8.244e-02,2.442e-02,3.174e-02
