"","GO_terms","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","dir","Day","slim_term","Gene_IDs"
"79","GO:0060122",0.00569886724932899,0.999543886914433,3,26,"inner ear receptor cell stereocilium organization","BP","Up","Day14","cell differentiation","PGEN_.00g026190;PGEN_.00g038430;PGEN_.00g042190;PGEN_.00g052550;PGEN_.00g052650;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g092320;PGEN_.00g095390;PGEN_.00g116150;PGEN_.00g119470;PGEN_.00g122020;PGEN_.00g127990;PGEN_.00g152150;PGEN_.00g156260;PGEN_.00g199810;PGEN_.00g261960;PGEN_.00g327700"
"80","GO:0060122",0.00569886724932899,0.999543886914433,3,26,"inner ear receptor cell stereocilium organization","BP","Up","Day14","anatomical structure development","PGEN_.00g005530;PGEN_.00g026190;PGEN_.00g038430;PGEN_.00g042190;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g092320;PGEN_.00g095390;PGEN_.00g116150;PGEN_.00g119470;PGEN_.00g122020;PGEN_.00g127990;PGEN_.00g199810;PGEN_.00g261960;PGEN_.00g279590;PGEN_.00g318440;PGEN_.00g327700;PGEN_.00g346230"
"81","GO:0061045",0.00882181495546268,0.999163640104454,3,30,"negative regulation of wound healing","BP","Up","Day14","response to stress","PGEN_.00g033640;PGEN_.00g038400;PGEN_.00g057170;PGEN_.00g057190;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g279590;PGEN_.00g313060;PGEN_.00g346230"
"82","GO:0070165",0.00774483305823999,0.999695617324671,2,19,"positive regulation of adiponectin secretion","BP","Up","Day14","transport","PGEN_.00g013170;PGEN_.00g014740;PGEN_.00g019450;PGEN_.00g050040;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g164540;PGEN_.00g164660;PGEN_.00g211250;PGEN_.00g251840;PGEN_.00g267990;PGEN_.00g268270;PGEN_.00g328190;PGEN_.00g348220;PGEN_.00g348570"
"83","GO:0070165",0.00774483305823999,0.999695617324671,2,19,"positive regulation of adiponectin secretion","BP","Up","Day14","protein transport","PGEN_.00g211250;PGEN_.00g267990;PGEN_.00g268270;PGEN_.00g328190"
"84","GO:0070165",0.00774483305823999,0.999695617324671,2,19,"positive regulation of adiponectin secretion","BP","Up","Day14","cell-cell signaling","PGEN_.00g211250;PGEN_.00g328190"
"85","GO:0070206",0.00948010049506139,0.999584404751591,2,20,"protein trimerization","BP","Up","Day14","protein-containing complex assembly","PGEN_.00g211250;PGEN_.00g328190"
"86","GO:0070206",0.00948010049506139,0.999584404751591,2,20,"protein trimerization","BP","Up","Day14","cellular component assembly","PGEN_.00g211250;PGEN_.00g328190"
"87","GO:0070373",0.0208744290557302,0.997193335062568,3,55,"negative regulation of ERK1 and ERK2 cascade","BP","Up","Day14","cellular protein modification proce...","PGEN_.00g052550;PGEN_.00g052650;PGEN_.00g152150"
"88","GO:0070373",0.0208744290557302,0.997193335062568,3,55,"negative regulation of ERK1 and ERK2 cascade","BP","Up","Day14","signal transduction","PGEN_.00g038430;PGEN_.00g042190;PGEN_.00g052550;PGEN_.00g052650;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g152150;PGEN_.00g157360;PGEN_.00g211250;PGEN_.00g279590;PGEN_.00g328190;PGEN_.00g348850"
"89","GO:0070633",0.0139060688750156,0.999288396379795,2,13,"transepithelial transport","BP","Up","Day14","transport","PGEN_.00g013170;PGEN_.00g014740;PGEN_.00g019450;PGEN_.00g050040;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g164540;PGEN_.00g164660;PGEN_.00g211250;PGEN_.00g251840;PGEN_.00g267990;PGEN_.00g268270;PGEN_.00g328190;PGEN_.00g348220;PGEN_.00g348570"
"90","GO:0072137",0.0141274074844731,0.999279242326262,2,12,"condensed mesenchymal cell proliferation","BP","Up","Day14","cell population proliferation","PGEN_.00g038430;PGEN_.00g042190;PGEN_.00g052550;PGEN_.00g052650;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g152150;PGEN_.00g279590;PGEN_.00g313060"
"91","GO:0072307",0.0100797132556522,0.999582089626444,2,10,"regulation of metanephric nephron tubule epithelial cell differentiation","BP","Up","Day14","cell differentiation","PGEN_.00g026190;PGEN_.00g038430;PGEN_.00g042190;PGEN_.00g052550;PGEN_.00g052650;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g092320;PGEN_.00g095390;PGEN_.00g116150;PGEN_.00g119470;PGEN_.00g122020;PGEN_.00g127990;PGEN_.00g152150;PGEN_.00g156260;PGEN_.00g199810;PGEN_.00g261960;PGEN_.00g327700"
"92","GO:0072307",0.0100797132556522,0.999582089626444,2,10,"regulation of metanephric nephron tubule epithelial cell differentiation","BP","Up","Day14","anatomical structure development","PGEN_.00g005530;PGEN_.00g026190;PGEN_.00g038430;PGEN_.00g042190;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g092320;PGEN_.00g095390;PGEN_.00g116150;PGEN_.00g119470;PGEN_.00g122020;PGEN_.00g127990;PGEN_.00g199810;PGEN_.00g261960;PGEN_.00g279590;PGEN_.00g318440;PGEN_.00g327700;PGEN_.00g346230"
"93","GO:0072675",0.00648762194121131,0.999454210646538,3,27,"osteoclast fusion","BP","Up","Day14","anatomical structure development","PGEN_.00g005530;PGEN_.00g026190;PGEN_.00g038430;PGEN_.00g042190;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g092320;PGEN_.00g095390;PGEN_.00g116150;PGEN_.00g119470;PGEN_.00g122020;PGEN_.00g127990;PGEN_.00g199810;PGEN_.00g261960;PGEN_.00g279590;PGEN_.00g318440;PGEN_.00g327700;PGEN_.00g346230"
"94","GO:0072675",0.00648762194121131,0.999454210646538,3,27,"osteoclast fusion","BP","Up","Day14","anatomical structure formation invo...","PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g116150;PGEN_.00g122020;PGEN_.00g127990;PGEN_.00g261960;PGEN_.00g327700"
"95","GO:0072675",0.00648762194121131,0.999454210646538,3,27,"osteoclast fusion","BP","Up","Day14","cell differentiation","PGEN_.00g026190;PGEN_.00g038430;PGEN_.00g042190;PGEN_.00g052550;PGEN_.00g052650;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g092320;PGEN_.00g095390;PGEN_.00g116150;PGEN_.00g119470;PGEN_.00g122020;PGEN_.00g127990;PGEN_.00g152150;PGEN_.00g156260;PGEN_.00g199810;PGEN_.00g261960;PGEN_.00g327700"
"96","GO:0072675",0.00648762194121131,0.999454210646538,3,27,"osteoclast fusion","BP","Up","Day14","immune system process","PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350"
"97","GO:1900165",0.0153999901691544,0.999120769519635,2,23,"negative regulation of interleukin-6 secretion","BP","Up","Day14","cell-cell signaling","PGEN_.00g211250;PGEN_.00g328190"
"98","GO:1900165",0.0153999901691544,0.999120769519635,2,23,"negative regulation of interleukin-6 secretion","BP","Up","Day14","transport","PGEN_.00g013170;PGEN_.00g014740;PGEN_.00g019450;PGEN_.00g050040;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g164540;PGEN_.00g164660;PGEN_.00g211250;PGEN_.00g251840;PGEN_.00g267990;PGEN_.00g268270;PGEN_.00g328190;PGEN_.00g348220;PGEN_.00g348570"
"99","GO:1900165",0.0153999901691544,0.999120769519635,2,23,"negative regulation of interleukin-6 secretion","BP","Up","Day14","protein transport","PGEN_.00g211250;PGEN_.00g267990;PGEN_.00g268270;PGEN_.00g328190"
"100","GO:1901223",0.00544644828686106,0.999562031628016,3,35,"negative regulation of NIK/NF-kappaB signaling","BP","Up","Day14","signal transduction","PGEN_.00g038430;PGEN_.00g042190;PGEN_.00g052550;PGEN_.00g052650;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g152150;PGEN_.00g157360;PGEN_.00g211250;PGEN_.00g279590;PGEN_.00g328190;PGEN_.00g348850"
"101","GO:1901998",0.0250001437376552,0.998181878067032,2,19,"toxin transport","BP","Up","Day14","transport","PGEN_.00g013170;PGEN_.00g014740;PGEN_.00g019450;PGEN_.00g050040;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g164540;PGEN_.00g164660;PGEN_.00g211250;PGEN_.00g251840;PGEN_.00g267990;PGEN_.00g268270;PGEN_.00g328190;PGEN_.00g348220;PGEN_.00g348570"
"102","GO:1902307",0.00119403202191995,0.999988621871059,2,4,"positive regulation of sodium ion transmembrane transport","BP","Up","Day14","transmembrane transport","PGEN_.00g348220;PGEN_.00g348570"
"103","GO:1902307",0.00119403202191995,0.999988621871059,2,4,"positive regulation of sodium ion transmembrane transport","BP","Up","Day14","transport","PGEN_.00g013170;PGEN_.00g014740;PGEN_.00g019450;PGEN_.00g050040;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g164540;PGEN_.00g164660;PGEN_.00g211250;PGEN_.00g251840;PGEN_.00g267990;PGEN_.00g268270;PGEN_.00g328190;PGEN_.00g348220;PGEN_.00g348570"
